idurl,url,dia,mes,ano
1691,www.infomoney.com.br/economia/setor-publico-tem-em-junho-deficit-primario-de-r-188682-bi-o-maior-da-serie/,31,jul,2020
1694,www.infomoney.com.br/onde-investir/premios-pagos-pelos-titulos-do-tesouro-direto-recuam-na-manha-desta-sexta-feira/,31,jul,2020
1695,www.infomoney.com.br/mercados/ibovespa-tem-leve-alta-com-investidores-atentos-a-exterior-e-resultados-dolar-comercial-sobe-a-r-518/,31,jul,2020
1699,www.infomoney.com.br/mercados/ibovespa-futuro-tem-leve-queda-com-dados-economicos-europeus-e-temporada-de-resultados-dolar-sobe-a-r-517/,31,jul,2020
1702,www.infomoney.com.br/mercados/repercussoes-de-balancos-de-petrobras-even-e-mais-magalu-faz-aquisicao-estreia-da-soma-na-b3-e-outros-destaques/,31,jul,2020
1706,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-sexta-feira-310720/,31,jul,2020
1709,www.infomoney.com.br/mercados/fleury-tem-prejuizo-de-r-73-milhoes-no-2o-tri-e-lucro-da-engie-quase-dobra-veja-mais-destaques/,30,jul,2020
1717,www.infomoney.com.br/mercados/petrobras-reverte-lucro-e-tem-prejuizo-de-r-271-bilhoes-no-segundo-trimestre/,30,jul,2020
1719,www.infomoney.com.br/mercados/petrobras-anuncia-reducao-media-de-4-no-preco-da-gasolina-nas-refinarias/,30,jul,2020
1742,www.infomoney.com.br/mercados/acao-da-ambev-sobe-forte-apos-resultado-e-elevacao-de-recomendacao-bradesco-e-vale-caem/,30,jul,2020
1756,www.infomoney.com.br/mercados/lucro-da-ambev-cai-51-a-r-127-bi-resultados-de-pao-de-acucar-tim-localiza-e-mais-noticias-no-radar/,30,jul,2020
1758,www.infomoney.com.br/mercados/petrobras-afirma-que-pode-recuperar-ate-r-169-bilhoes-apos-ganhar-causa-sobre-pis-cofins/,30,jul,2020
1779,www.infomoney.com.br/mercados/bons-numeros-para-vale-pior-momento-para-petrobras-o-que-esperar-dos-resultados-das-duas-gigantes-da-bolsa/,29,jul,2020
1793,www.infomoney.com.br/mercados/petrobras-diz-que-ja-produz-nova-gasolina-que-sera-obrigatoria-a-partir-de-2022/,29,jul,2020
1805,www.infomoney.com.br/mercados/br-distribuidora-e-santander-aprovam-pagamento-de-dividendos-de-mais-de-r-500-milhoes-cada/,28,jul,2020
1824,www.infomoney.com.br/onde-investir/motivadas-por-demanda-global-gestoras-brasileiras-apostam-em-fundos-verdes/,28,jul,2020
1843,www.infomoney.com.br/mercados/acao-do-carrefour-dispara-ate-8-apos-resultado-positivo-tim-vivo-e-oi-sobem-com-nova-proposta-por-oi-movel/,28,jul,2020
1852,www.infomoney.com.br/mercados/bndes-confirma-ter-aceitado-proposta-da-aes-corp-por-aes-tiete-lucro-75-maior-do-carrefour-e-mais-noticias/,28,jul,2020
1868,www.infomoney.com.br/mercados/desde-a-ultima-crise-volatilidade-do-indice-de-small-caps-da-b3-e-menor-do-que-a-do-ibovespa/,27,jul,2020
1883,www.infomoney.com.br/mercados/acoes-de-oi-e-weg-sobem-forte-apos-recomendacoes-aes-tiete-avanca-com-nova-proposta-e-hypera-tem-alta-apos-resultado/,27,jul,2020
1919,www.infomoney.com.br/carreira/analista-de-acoes-conheca-a-profissao-que-identifica-as-melhores-oportunidades-da-bolsa/,24,jul,2020
1920,www.infomoney.com.br/mercados/resultados-de-petrobras-vale-ambev-bradesco-e-mais-24-empresas-agitam-a-proxima-semana/,24,jul,2020
1924,www.infomoney.com.br/mercados/pib-dos-eua-fomc-guerra-fria-e-balancos-de-blue-chips-o-que-acompanhar-na-proxima-semana/,24,jul,2020
1928,www.infomoney.com.br/mercados/acao-da-eneva-cai-apos-nova-proposta-por-aes-tiete-positivo-sobe-7-com-vitoria-no-tse-e-vale-cai-seguindo-minerio/,24,jul,2020
1938,www.infomoney.com.br/economia/banco-do-brics-investe-em-sustentabilidade/,24,jul,2020
1956,www.infomoney.com.br/mercados/eneva-confirma-nova-proposta-por-aes-tiete-positivo-vence-licitacao-do-tse-para-novas-urnas-e-mais-noticias/,24,jul,2020
1965,www.infomoney.com.br/mercados/acoes-on-da-oi-saltam-mais-de-15-com-oferta-da-highline-enquanto-tim-e-vivo-caem-forte-vale-avanca/,23,jul,2020
1967,www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-de-2-seguindo-bolsas-americanas-em-dia-de-dados-fracos-e-pessimismo-com-techs/,23,jul,2020
1988,www.infomoney.com.br/mercados/ibovespa-opera-entre-perdas-e-ganhos-com-mercado-atento-a-noticias-dos-eua-dolar-sobe-a-r-517/,23,jul,2020
1996,www.infomoney.com.br/mercados/ibovespa-futuro-tem-leve-alta-com-expectativa-por-estimulo-nos-eua-ofuscando-recorde-da-covid-dolar-avanca/,23,jul,2020
1999,www.infomoney.com.br/mercados/vasta-da-cogna-lanca-ipo-nos-eua-e-dimed-levanta-r-1-bi-com-oferta-noticias-de-petrobras-e-vale-no-radar/,23,jul,2020
2000,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-quinta-feira-230720/,23,jul,2020
2001,www.infomoney.com.br/mercados/petrobras-aprova-pagamento-de-dividendos-de-r-17-bilhao-para-acoes-ordinarias/,23,jul,2020
2008,www.infomoney.com.br/mercados/acao-da-weg-salta-ate-9-com-resultado-positivo-qualicorp-tem-nova-sessao-de-forte-baixa-e-petrobras-cai/,22,jul,2020
2009,www.infomoney.com.br/mercados/ibovespa-fecha-no-zero-a-zero-entre-temores-da-tensao-eua-china-e-acordo-por-vacina-do-coronavirus-dolar-cai-para-r-511/,22,jul,2020
2033,www.infomoney.com.br/mercados/ibovespa-tem-leve-alta-na-contramao-do-exterior-mas-com-investidores-atentos-a-tensao-eua-china-dolar-cai-a-r-513/,22,jul,2020
2038,www.infomoney.com.br/mercados/ibovespa-futuro-opera-entre-perdas-e-ganhos-em-meio-ao-aumento-nas-tensoes-entre-eua-e-china-dolar-tem-leve-queda/,22,jul,2020
2039,www.infomoney.com.br/mercados/governo-pode-criar-nova-empresa-para-privatizar-eletrobras-b2w-aprova-aumento-de-capital-lucro-da-weg-sobe-32-e-mais/,22,jul,2020
2041,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-quarta-feira-220720/,22,jul,2020
2049,www.infomoney.com.br/mercados/producao-da-petrobras-tem-alta-de-64-no-segundo-trimestre-e-vai-a-28-milhoes-de-barris/,21,jul,2020
2052,www.infomoney.com.br/mercados/ibovespa-fecha-em-leve-baixa-com-correcao-apos-altas-recentes-dolar-cai-24-e-volta-para-r-521/,21,jul,2020
2053,www.infomoney.com.br/mercados/acoes-da-petrobras-sobem-com-petroleo-e-via-varejo-segue-em-alta-qualicorp-cai-ate-7-apos-ser-alvo-de-operacao/,21,jul,2020
2061,www.infomoney.com.br/mercados/entre-fundo-do-poco-e-sinais-de-recuperacao-o-que-esperar-da-temporada-de-resultados-do-2o-trimestre/,21,jul,2020
2068,www.infomoney.com.br/mercados/ibovespa-sobe-com-estimulo-na-uniao-europeia-e-expectativa-por-3a-fase-de-vacinas-dolar-cai/,21,jul,2020
2070,www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-acordo-da-uniao-europeia-e-expectativa-por-vacinas-dolar-cai-a-r-530/,21,jul,2020
2074,www.infomoney.com.br/mercados/petrobras-conclui-venda-do-restante-da-tag-por-r-11-bi-braskem-capta-us-600-mi-com-titulos-producao-da-vale-e-mais-noticias/,21,jul,2020
2076,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-terca-feira-210720/,21,jul,2020
2083,www.infomoney.com.br/mercados/como-os-gestores-de-fundos-identificam-as-acoes-mais-promissoras-da-bolsa/,20,jul,2020
2088,www.infomoney.com.br/mercados/acoes-da-oi-saltam-mais-de-10-enquanto-tim-e-vivo-sobem-forte-apos-oferta-conjunta-ser-avanca-mais-de-6/,20,jul,2020
2120,www.infomoney.com.br/mercados/oi-recebe-ofertas-por-unidade-movel-maia-desiste-de-pedido-para-barrar-venda-de-refinarias-da-petrobras-e-mais-noticias/,20,jul,2020
2139,www.infomoney.com.br/mercados/temporada-de-resultados-ipca-15-e-reforma-tributaria-o-que-acompanhar-na-proxima-semana/,17,jul,2020
2143,www.infomoney.com.br/mercados/bnp-ve-investidor-mais-seletivo-para-titulos-de-risco-da-america-latina/,17,jul,2020
2162,www.infomoney.com.br/mercados/acao-da-profarma-salta-6-apos-aprovacao-de-ipo-da-d1000-marfrig-sobe-mais-de-3-e-apenas-duas-acoes-do-ibovespa-caem/,17,jul,2020
2169,www.infomoney.com.br/mercados/conselho-da-profarma-aprova-ipo-da-d1000-previas-de-eztec-e-tenda-e-mais-noticias/,17,jul,2020
2185,www.infomoney.com.br/mercados/acao-da-marfrig-sobe-3-com-credit-prevendo-2o-tri-positivo-vale-cai-com-minerio-e-petrobras-tem-baixa-com-petroleo/,16,jul,2020
2186,www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-de-12-pressionado-por-exterior-apos-dados-mistos-da-china-dolar-recua-a-r-532/,16,jul,2020
2203,www.infomoney.com.br/onde-investir/as-acoes-que-ganharam-espaco-nas-carteiras-das-gestoras-tarpon-moat-e-indie-durante-a-crise/,16,jul,2020
2207,https://www.infomoney.com.br/stock-pickers/o-que-e-confortavel-raramente-e-rentavel-equitas-explica-as-mudancas-na-carteira-do-fundo/,16,jul,2020
2209,www.infomoney.com.br/mercados/ibovespa-cai-com-fraqueza-de-varejo-da-china-apesar-de-alta-do-pib-dolar-cai-r-535/,16,jul,2020
2214,www.infomoney.com.br/mercados/ibovespa-futuro-cai-com-temor-de-novas-quarentenas-e-dados-mistos-da-china-dolar-futuro-opera-entre-perdas-e-ganhos/,16,jul,2020
2217,www.infomoney.com.br/mercados/vale-deve-discutir-retomada-de-dividendos-petrobras-vende-ativos-oferta-de-acoes-da-jhsf-e-mais-noticias/,16,jul,2020
2220,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-quinta-feira-160720/,16,jul,2020
2240,www.infomoney.com.br/mercados/acoes-de-cvc-saltam-ate-10-e-aereas-avancam-4-com-maior-otimismo-sobre-vacina-petrobras-e-vale-sobem-com-commodities/,15,jul,2020
2241,www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-de-13-e-encosta-nos-102-mil-pontos-em-meio-a-sucesso-de-teste-de-vacina-da-moderna/,15,jul,2020
2265,www.infomoney.com.br/mercados/ibovespa-sobe-com-testes-promissores-de-vacina-da-moderna-contra-o-coronavirus-dolar-cai-a-r-533/,15,jul,2020
2268,www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-esperanca-por-vacina-contra-o-coronavirus-dolar-futuro-cai-a-r-532/,15,jul,2020
2273,www.infomoney.com.br/mercados/lojas-americanas-capta-r-787-bi-em-oferta-de-acoes-br-distribuidora-retoma-vendas-de-gasolina-de-aviacao-e-mais-noticias/,15,jul,2020
2274,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-quarta-feira-150720/,15,jul,2020
2284,www.infomoney.com.br/mercados/petrobras-vai-anunciar-novidades-em-seu-programa-de-desinvestimento-diz-castello-branco/,14,jul,2020
2288,www.infomoney.com.br/mercados/acoes-da-vale-sobem-com-minerio-e-dados-da-china-cyrela-tem-queda-apos-previa-operacional/,14,jul,2020
2289,www.infomoney.com.br/consumo/novas-especificacoes-para-gasolina-valem-a-partir-de-3-de-agosto-diz-anp/,14,jul,2020
2324,https://www.infomoney.com.br/stock-pickers/florian-bartunek-20-anos-em-2-meses-o-esg-crescera-mais-rapido-do-que-todos-imaginam/,14,jul,2020
2325,www.infomoney.com.br/mercados/vendas-da-cyrela-caem-57-e-smiles-convoca-assembleia-sobre-compra-de-passagens-da-gol-petrobras-e-mais-noticias/,14,jul,2020
2335,www.infomoney.com.br/mercados/acoes-de-vale-e-siderurgicas-sobem-forte-com-alta-do-minerio-de-ferro-even-avanca-5-com-possivel-ipo-de-subsidiaria/,13,jul,2020
2336,www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-de-13-pressionado-por-exterior-na-reta-final-do-pregao-dolar-sobe-a-r-538/,13,jul,2020
2338,www.infomoney.com.br/mercados/petrobras-tem-situacao-financeira-mais-segura-que-seus-pares-na-america-latina-diz-moodys/,13,jul,2020
2355,https://www.infomoney.com.br/stock-pickers/a-combinacao-poderosa-da-carteira-que-nunca-perdeu-para-o-ibovespa/,13,jul,2020
2362,www.infomoney.com.br/mercados/ibovespa-sobe-com-investidores-atentos-a-retomada-de-paises-que-sairam-da-quarentena-dolar-sobe-a-r/,13,jul,2020
2368,www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-perspectivas-de-recuperacao-economica-dolar-tem-leve-alta/,13,jul,2020
2370,www.infomoney.com.br/mercados/even-estuda-ipo-de-subsidiaria-grupamento-de-acoes-da-helbor-estreia-de-acoes-da-ambipar-e-mais-destaques/,13,jul,2020
2371,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-segunda-feira-130720/,13,jul,2020
2375,www.infomoney.com.br/mercados/por-que-as-bolsas-dos-eua-e-do-brasil-sobem-apesar-da-pandemia-ainda-longe-do-fim-e-o-que-esperar/,12,jul,2020
2381,www.infomoney.com.br/onde-investir/como-o-fundo-de-acoes-que-mais-ganhou-cotistas-no-1o-semestre-esta-investindo-agora/,11,jul,2020
2390,www.infomoney.com.br/mercados/ibovespa-sobe-338-na-semana-e-fecha-acima-de-100-mil-pontos-apos-boa-noticia-sobre-tratamento-da-covid/,10,jul,2020
2408,www.infomoney.com.br/onde-investir/os-fundos-de-acoes-e-multimercados-que-mais-ganharam-e-perderam-cotistas-no-1o-semestre/,10,jul,2020
2409,www.infomoney.com.br/mercados/acao-da-cvc-salta-10-apos-aprovar-aumento-de-capital-eletrobras-cai-apos-salto-na-vespera-e-cielo-sobe-2/,10,jul,2020
2411,www.infomoney.com.br/mercados/ibovespa-opera-proximo-da-estabilidade-entre-alta-de-casos-e-boa-noticia-sobre-tratamento-do-coronavirus/,10,jul,2020
2418,www.infomoney.com.br/mercados/ibovespa-futuro-segue-exterior-e-tem-leve-queda-com-preocupacoes-sobre-aumento-de-casos-de-covid-no-mundo/,10,jul,2020
2421,www.infomoney.com.br/mercados/cielo-recebe-aval-do-bc-para-ser-emissora-aumento-de-capital-da-cvc-venda-de-ativos-da-petrobras-e-mais-noticias/,10,jul,2020
2422,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-sexta-feira-100720/,10,jul,2020
2427,www.infomoney.com.br/economia/aumento-de-tributos-nao-pode-ser-tabu-diz-economista-chefe-do-itau/,9,jul,2020
2429,www.infomoney.com.br/mercados/acao-do-irb-tem-queda-de-quase-10-apos-aprovar-capitalizacao-bilionaria-braskem-cai-4-e-eletrobras-sobe-5/,9,jul,2020
2488,www.infomoney.com.br/mercados/acao-da-mrv-salta-ate-6-apos-previa-e-camil-sobe-forte-com-resultado-varejistas-avancam-com-dados-do-ibge/,8,jul,2020
2509,www.infomoney.com.br/mercados/petrobras-anuncia-aumento-de-5-na-gasolina-valido-a-partir-do-dia-8/,7,jul,2020
2515,www.infomoney.com.br/colunistas/convidados/violinos-e-carbono-vamos-seguir-tocando-ate-o-naufragio/,7,jul,2020
2523,www.infomoney.com.br/mercados/mercado-de-capitais-tem-queda-na-captacao-no-1o-semestre-mas-emissoes-em-renda-variavel-sobem-525/,7,jul,2020
2531,www.infomoney.com.br/mercados/acao-da-cvc-cai-ate-6-com-tratativas-finais-de-capitalizacao-frigorificos-tem-forte-alta/,7,jul,2020
2539,www.infomoney.com.br/mercados/vendas-da-even-caem-39-cvc-em-tratativas-finais-para-capitalizacao-profarma-estuda-oferta-de-acoes-da-d1000-e-mais/,7,jul,2020
2565,www.infomoney.com.br/mercados/acoes-de-lojas-americanas-e-jhsf-avancam-apos-anuncio-de-oferta-de-acoes-cosan-sobe-forte-com-reorganizacao-societaria/,6,jul,2020
2604,https://www.infomoney.com.br/stock-pickers/squadra-effect-a-queda-de-77-do-ibr-contada-os-9-atos/,3,jul,2020
2608,www.infomoney.com.br/mercados/presidente-do-congresso-questiona-stf-sobre-manobra-na-petrobras-e-eleva-incerteza-sobre-venda-de-ativos/,3,jul,2020
2615,www.infomoney.com.br/mercados/acao-do-irb-chega-a-cair-ate-7-mas-ameniza-minerva-sobe-2-com-dados-de-exportacao-e-jhsf-avanca-7/,3,jul,2020
2621,https://www.infomoney.com.br/stock-pickers/investir-em-acoes-sem-a-volatilidade-da-bolsa-sim-e-possivel/,3,jul,2020
2627,www.infomoney.com.br/mercados/tim-aprova-grupamento-de-acoes-na-razao-de-100-para-1-eneva-entra-no-mercado-de-petroleo-petrobras-e-mais-noticias/,3,jul,2020
2660,www.infomoney.com.br/onde-investir/as-acoes-mais-recomendadas-pelos-analistas-para-comprar-em-julho/,2,jul,2020
2663,www.infomoney.com.br/mercados/acoes-de-aereas-cvc-e-embraer-sobem-forte-com-maior-otimismo-do-mercado-petrobras-avanca-entre-petroleo-e-recomendacao/,2,jul,2020
2673,www.infomoney.com.br/mercados/weg-e-anima-anunciam-aquisicoes-bradesco-bbi-reforca-br-distribuidora-como-top-pick-e-mais-destaques/,2,jul,2020
2676,www.infomoney.com.br/mercados/estrategistas-veem-alta-modesta-da-bolsa-ate-fim-do-ano/,2,jul,2020
2699,www.infomoney.com.br/mercados/acao-da-cielo-dispara-ate-10-apos-cade-revogar-suspensao-de-parceria-com-whatsapp-irb-tem-nova-queda-e-petrobras-avanca/,1,jul,2020
2702,www.infomoney.com.br/onde-investir/tesouro-direto-titulos-publicos-tem-queda-de-ate-158-no-semestre-confira-onde-estao-as-oportunidades-agora/,1,jul,2020
2717,www.infomoney.com.br/mercados/ibovespa-termina-o-semestre-com-queda-de-178-mas-tem-melhor-trimestre-desde-2003-dolar-sobe-356-no-ano/,30,jun,2020
2721,www.infomoney.com.br/mercados/petrobras-diz-querer-chegar-a-acordo-com-a-anp-sobre-tarifa-de-gas-natural/,30,jun,2020
2727,www.infomoney.com.br/economia/setor-publico-tem-em-maio-o-maior-rombo-fiscal-da-serie-historica-diz-bc/,30,jun,2020
2736,www.infomoney.com.br/mercados/acao-do-irb-cai-apos-resultado-enquanto-ecorodovias-sobe-petrobras-tem-baixa-seguindo-petroleo/,30,jun,2020
2737,www.infomoney.com.br/mercados/ibovespa-cai-com-preocupacoes-sobre-o-coronavirus-ofuscando-dados-de-eua-e-china-dolar-sobe-a-r-547/,30,jun,2020
2743,www.infomoney.com.br/mercados/ibovespa-futuro-cai-com-preocupacoes-sobre-o-coronavirus-se-sobrepondo-a-dados-fortes-de-eua-e-china-dolar-sobe/,30,jun,2020
2746,www.infomoney.com.br/mercados/petrobras-estende-home-office-e-mais-2-noticias-da-estatal-balancos-possivel-oferta-da-panvel-e-outros-destaques/,30,jun,2020
2749,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-terca-feira-300620/,30,jun,2020
2758,www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-de-2-com-dados-dos-eua-e-expectativa-de-vacina-ofuscando-oms-dolar-cai-a-r-542/,29,jun,2020
2776,www.infomoney.com.br/mercados/acao-do-irb-sobe-forte-no-dia-da-divulgacao-de-resultados-sabesp-avanca-apos-2-fortes-baixas/,29,jun,2020
2778,www.infomoney.com.br/mercados/ibovespa-sobe-em-recuperacao-a-queda-de-sexta-e-com-expectativa-por-vacina-dolar-cai-a-r-542/,29,jun,2020
2781,www.infomoney.com.br/mercados/ibovespa-futuro-sobe-em-recuperacao-apos-a-forte-queda-da-sexta-dolar-cai-a-r-542/,29,jun,2020
2783,www.infomoney.com.br/mercados/petrobras-inicia-venda-de-concessoes-em-solimoes-unidade-da-jbs-tem-venda-para-china-suspensa-e-mais-destaques/,29,jun,2020
2785,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-segunda-feira-290620/,29,jun,2020
2822,www.infomoney.com.br/mercados/acao-do-irb-sobe-ate-8-apos-conclusao-de-investigacao-exportadoras-avancam-com-alta-do-dolar-e-bancos-caem/,26,jun,2020
2834,www.infomoney.com.br/mercados/petrobras-inicia-producao-em-atapu-carrefour-recebe-autorizacao-para-banco-multiplo-taurus-renegocia-divida-e-mais/,26,jun,2020
2901,www.infomoney.com.br/mercados/acoes-da-cielo-caem-9-apos-bc-e-cade-barrarem-pagamento-por-whatsapp-irb-sobe-apos-assembleia/,24,jun,2020
2939,www.infomoney.com.br/mercados/acoes-de-vale-e-petrobras-sobem-com-alivio-no-exterior-irb-segue-em-alta-em-dia-de-assembleia-e-varejistas-caem-com-recomendacoes/,23,jun,2020
2977,www.infomoney.com.br/mercados/recomendacoes-levam-a-alta-de-acao-da-sabesp-e-queda-de-gerdau-e-csn-vale-e-petrobras-caem-com-commodities/,22,jun,2020
2996,www.infomoney.com.br/onde-investir/investimentos-em-saude-do-fundo-de-pensao-da-caixa-se-sobressaem-na-pandemia/,21,jun,2020
3028,https://www.infomoney.com.br/stock-pickers/petrobras-eletrobras-e-lojas-americanas-as-acoes-favoritas-da-gestora-navi/,19,jun,2020
3033,www.infomoney.com.br/mercados/acao-da-cvc-sobe-5-com-previsao-de-retomada-bb-seguridade-avanca-com-recomendacao-e-petrobras-tem-alta-com-petroleo/,19,jun,2020
3039,www.infomoney.com.br/mercados/oi-tem-rating-cortado-a-cc-pela-sp-usiminas-e-elevada-pelo-bbi-localiza-recomprara-acoes-e-mais-noticias/,19,jun,2020
3049,www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-de-06-na-contramao-de-wall-street-gracas-a-itau-e-petrobras-dolar-sobe-a-r-537/,18,jun,2020
3067,www.infomoney.com.br/mercados/acao-da-cielo-tem-nova-alta-e-sobe-mais-de-20-em-4-pregoes-eletrobras-cai-apos-disparada-da-vespera/,18,jun,2020
3069,www.infomoney.com.br/mercados/ibovespa-cai-com-temor-de-2a-onda-da-covid-e-prisao-de-queiroz-enquanto-mercado-digere-bateria-de-dados-dolar-sobe-a-r-536/,18,jun,2020
3076,www.infomoney.com.br/mercados/ibovespa-futuro-cai-com-correcao-e-temor-de-2a-onda-da-covid-enquanto-investidores-digerem-copom-e-prisao-de-queiroz/,18,jun,2020
3079,www.infomoney.com.br/mercados/vale-e-autorizada-a-retomar-operacoes-em-itabira-csn-reajusta-precos-pao-de-acucar-vende-3-lojas-e-mais-noticias/,18,jun,2020
3080,www.infomoney.com.br/politica/policia-federal-deflagra-71a-fase-da-lava-jato-em-operacao-que-investiga-area-de-trading-da-petrobras/,18,jun,2020
3082,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-quinta-feira-180620/,18,jun,2020
3112,www.infomoney.com.br/mercados/acao-da-eletrobras-sobe-7-com-noticia-de-que-guedes-quer-privatizacao-ainda-em-2020-cielo-cai-apos-duas-fortes-altas/,17,jun,2020
3117,www.infomoney.com.br/minhas-financas/confira-o-cnpj-das-acoes-negociadas-em-bolsa-e-saiba-como-declarar-no-imposto-de-renda/,17,jun,2020
3124,www.infomoney.com.br/mercados/helbor-reverte-prejuizo-e-lucra-r-54-mi-no-1o-tri-aes-negocia-bloco-de-acoes-do-bndes-na-tiete-e-mais-noticias/,17,jun,2020
3151,www.infomoney.com.br/mercados/entre-temores-de-2a-onda-e-animo-com-estimulos-na-bolsa-quais-acoes-estao-chamando-a-atencao-dos-analistas/,16,jun,2020
3159,www.infomoney.com.br/mercados/acao-da-embraer-salta-7-apos-emprestimo-do-bndes-enquanto-aereas-avancam-forte-petrobras-sobe-5-com-petroleo/,16,jun,2020
3170,www.infomoney.com.br/mercados/via-varejo-capta-r-445-bi-em-follow-on-justica-exige-que-irb-comprove-que-tem-r-1-bilhao-e-mais-noticias/,16,jun,2020
3193,www.infomoney.com.br/mercados/acao-da-cielo-salta-mais-de-15-apos-acordo-com-facebook-petrobras-cai-forte-com-petroleo-e-aereas-tem-baixa-de-ate-10/,15,jun,2020
3206,www.infomoney.com.br/mercados/justica-suspende-operacoes-da-jbs-em-trindade-do-sul-mudancas-nos-conselhos-de-ccr-e-cogna-e-mais-noticias/,15,jun,2020
3218,www.infomoney.com.br/onde-investir/petros-defende-aguentar-a-volatilidade-em-nome-do-retorno-esperado-para-a-bolsa-em-2021/,13,jun,2020
3244,www.infomoney.com.br/mercados/acao-da-petrobras-cai-3-apos-derrocada-do-petroleo-na-vespera-azul-recua-6-e-apenas-suzano-sobe-no-ibovespa/,12,jun,2020
3258,www.infomoney.com.br/mercados/indice-de-adrs-brazil-titans-cai-87-nos-eua-e-sinaliza-volta-de-feriado-tumultuada-na-b3/,11,jun,2020
3259,www.infomoney.com.br/mercados/br-distribuidora-volume-de-venda-de-diesel-esta-sendo-retomado/,11,jun,2020
3263,www.infomoney.com.br/mercados/indice-de-adrs-brazil-titans-20-abre-em-queda-de-mais-de-6-nos-eua/,11,jun,2020
3294,www.infomoney.com.br/mercados/acao-da-petrobras-cai-mais-de-1-seguindo-petroleo-braskem-sobe-com-novo-acordo-com-petroleira/,10,jun,2020
3304,www.infomoney.com.br/mercados/demanda-por-voos-da-azul-sobe-516-santander-brasil-nega-planos-para-demitir-20-dos-funcionarios-e-mais-noticias/,10,jun,2020
3333,www.infomoney.com.br/mercados/acoes-de-azul-e-gol-chegam-a-ter-forte-queda-mas-amenizam-frigorificos-sobem-com-recomendacoes-e-petrobras-cai-3/,9,jun,2020
3341,www.infomoney.com.br/mercados/csn-renegocia-dividas-de-r-300-mi-com-a-caixa-via-varejo-aprova-raphael-klein-como-presidente-do-conselho-e-mais/,9,jun,2020
3351,www.infomoney.com.br/mercados/furto-de-combustiveis-em-dutos-caiu-31-em-um-ano-diz-petrobras/,8,jun,2020
3352,www.infomoney.com.br/mercados/ibovespa-sobe-32-e-tem-a-setima-alta-consecutiva-com-otimismo-global-dolar-cai-para-minima-em-3-meses/,8,jun,2020
3355,www.infomoney.com.br/onde-investir/os-melhores-fundos-de-acoes-e-multimercados-em-maio-e-em-12-meses/,8,jun,2020
3362,www.infomoney.com.br/mercados/petrobras-confirma-alta-de-10-no-preco-da-gasolina-diesel-fica-inalterado/,8,jun,2020
3371,www.infomoney.com.br/mercados/acoes-de-azul-e-gol-saltam-ate-14-com-otimismo-sobre-reabertura-dos-paises-vale-avanca-com-alta-do-minerio-compensando-operacao-fechada/,8,jun,2020
3373,www.infomoney.com.br/mercados/ibovespa-estende-ganhos-da-semana-passada-com-otimismo-pela-recuperacao-economica-global-dolar-cai-a-r-497/,8,jun,2020
3383,www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-continuidade-do-otimismo-pela-recuperacao-economica-global-dolar-cai-a-r-493/,8,jun,2020
3388,www.infomoney.com.br/mercados/justica-interdita-minas-da-vale-em-itabira-petrobras-bate-recorde-de-exportacao-de-oleo-combustivel-e-mais-noticias/,8,jun,2020
3391,www.infomoney.com.br/mercados/os-5-assuntos-que-vao-movimentar-o-mercado-nesta-segunda-feira-080620/,8,jun,2020
3406,www.infomoney.com.br/onde-investir/luiz-alves-investidor-deve-esperar-alguma-realizacao-mas-bolsa-ainda-esta-ridiculamente-barata/,6,jun,2020
3410,www.infomoney.com.br/mercados/petrobras-exporta-111-milhao-de-toneladas-de-oleo-combustivel-e-bate-novo-recorde/,5,jun,2020
3430,www.infomoney.com.br/mercados/acao-da-yduqs-salta-ate-14-com-aquisicao-azul-gol-e-cvc-disparam-e-bancos-sobem-ate-8/,5,jun,2020
3438,www.infomoney.com.br/mercados/centauro-capta-r-900-mi-em-oferta-de-acoes-dona-da-le-lis-blanc-firma-acordo-para-recuperacao-extrajudicial-e-mais/,5,jun,2020
