idpalavra,COUNT(palavra_localizacao.idpalavra),palavra,polaridade_LIWC,polaridade_OpLexicon,polaridade_ReLiLex,polaridade_Sentilex,polaridade_WordnetBr
40544,1,lógicas,0,0,0,0,0
50417,1,lógicos,0,0,0,0,0
31367,1,longínqua,0,-1,0,0,0
38672,1,lubrificar,0,1,0,0,0
54523,1,lúcida,0,1,0,0,0
46470,1,lutadora,0,1,0,0,0
47443,1,luxuosa,0,1,0,0,0
50516,1,luxuosos,0,1,0,0,0
47479,1,maciças,0,0,0,0,0
41847,1,macular,0,1,0,0,0
26582,1,madrugar,0,0,0,0,0
49949,1,mafioso,0,-1,0,-1,0
48227,1,magnífica,0,1,0,0,0
53418,1,magrela,0,0,0,0,0
52918,1,majorar,0,1,0,0,0
53471,1,majores,0,0,0,0,0
55757,1,maldosa,0,-1,0,0,0
48967,1,maleável,0,1,0,1,0
29029,1,maléficas,0,-1,0,0,0
25305,1,malfadado,0,-1,0,-1,0
51102,1,malfeitores,0,-1,0,0,0
56958,1,malicioso,0,-1,0,-1,0
34509,1,malignos,0,-1,0,0,0
49224,1,malsucedidas,0,-1,0,0,0
26243,1,malucos,0,-1,0,0,0
43242,1,manchada,0,-1,0,0,0
45657,1,manchadas,0,-1,0,0,0
55177,1,mandada,0,0,0,0,0
53884,1,manipulável,0,-1,0,-1,0
53363,1,manobrar,0,1,0,-1,0
48327,1,maquiar,0,-1,0,0,0
55170,1,marchar,0,1,0,0,0
23840,1,marginalizadas,0,-1,0,0,0
53476,1,marianas,0,0,0,0,0
46893,1,mascarada,0,-1,0,0,0
47406,1,mascaradas,0,-1,0,0,0
5587,1,mastodôntico,0,0,0,0,0
50625,1,matadora,0,-1,0,0,0
29871,1,materialista,0,-1,0,-1,0
31606,1,maternal,0,0,0,1,0
42256,1,matinal,0,0,0,0,0
37871,1,medianeira,0,0,0,0,0
39728,1,medíocres,0,-1,0,0,0
35326,1,mendigar,0,1,0,0,0
33197,1,menosprezar,0,-1,0,-1,0
47421,1,mensageiros,0,-1,0,0,0
53847,1,mentirosas,0,-1,0,0,0
4967,1,mercadológica,0,1,0,0,0
36950,1,mercantilista,0,-1,0,-1,0
36174,1,mercantis,0,-1,0,0,0
53461,1,merecedoras,0,1,0,0,0
45586,1,mergulhados,0,-1,0,0,0
14559,1,meritórias,0,1,0,0,0
49603,1,mesclar,0,0,0,0,0
37618,1,mesquinho,0,-1,0,-1,0
52827,1,mesquinhos,0,-1,0,0,0
44543,1,meticulosa,0,0,0,0,0
42501,1,metodológico,0,1,0,0,0
47353,1,mexidas,0,1,0,0,0
55194,1,mexido,0,1,0,1,0
30589,1,minada,0,-1,0,0,0
55122,1,minado,0,-1,0,-1,0
55259,1,minoradas,0,0,0,0,0
44453,1,minorado,0,0,0,0,0
52794,1,minorar,0,0,0,0,0
30739,1,minúsculas,0,-1,0,0,0
49003,1,minúsculo,0,0,0,-1,0
56992,1,misteriosas,0,0,0,0,0
39732,1,misteriosos,0,0,0,0,0
11206,1,místico,0,1,0,0,0
40618,1,mítico,0,1,0,1,0
21783,1,modais,0,0,0,0,0
48216,1,moer,0,-1,0,0,0
45538,1,moldada,0,-1,0,0,0
53456,1,moleza,0,1,0,0,0
37544,1,monárquico,0,0,0,0,0
53102,1,monarquista,0,0,0,0,0
50344,1,monopolistas,0,-1,0,0,0
53389,1,monopolizar,0,0,0,1,0
40343,1,monos,0,-1,0,0,0
56648,1,moralizador,0,0,0,0,0
35532,1,moralizante,0,0,0,0,0
42638,1,morder,0,0,0,0,0
48838,1,morena,0,0,0,0,0
54365,1,moribunda,0,-1,0,0,0
53263,1,moribundo,0,-1,0,-1,0
55154,1,morosa,0,-1,0,0,0
34462,1,mortífero,0,-1,0,-1,0
30463,1,mostrados,0,0,0,0,0
40180,1,motivador,0,1,0,1,0
34500,1,motivadores,0,1,0,0,0
19146,1,muçulmana,0,0,0,0,0
44069,1,multifacetado,0,0,0,0,0
27930,1,mundanas,0,-1,0,0,0
56725,1,municipalista,0,0,0,0,0
31824,1,munido,0,0,0,0,0
43163,1,murado,0,-1,0,0,0
24884,1,musculares,0,0,0,0,0
32434,1,musicais,0,1,0,0,0
39777,1,músicas,0,1,0,0,0
28685,1,mutável,0,-1,0,0,0
47766,1,namorar,0,1,0,0,0
55860,1,nanicas,0,-1,0,0,0
52831,1,narrar,0,0,0,0,0
42768,1,nascentes,0,-1,0,0,0
39624,1,nativistas,0,0,0,0,0
51740,1,naturalizada,0,0,0,0,0
27406,1,naturalizado,0,0,0,0,0
54198,1,negligentes,0,-1,0,0,0
46426,1,abafado,-1,-1,0,-1,0
51505,1,abaixa,-1,0,0,0,0
47579,1,abaixarei,-1,0,0,0,0
40189,1,abalam,-1,0,0,0,0
42144,1,abalavam,-1,0,0,0,0
25725,1,abatem,-1,0,0,0,0
55263,1,abatendo,-1,0,0,0,0
25598,1,abates,-1,0,0,0,0
56766,1,abraçados,1,1,0,0,0
13668,1,abracem,1,0,0,0,0
13678,1,abracemos,1,0,0,0,0
53918,1,abriam,1,0,0,0,0
47182,1,abrigado,1,0,0,0,0
56207,1,abrigará,1,0,0,0,0
47629,1,abrirei,1,0,0,0,0
51601,1,abriremos,1,0,0,0,0
25282,1,abrirmos,1,0,0,0,0
54914,1,abrisse,1,0,0,0,0
46839,1,abrissem,1,0,0,0,0
53292,1,abro,1,0,0,0,0
37400,1,absolva,1,0,0,0,0
50300,1,absolve,1,0,0,0,0
51291,1,abusa,-1,0,0,0,0
18769,1,abusadas,-1,-1,0,0,0
56955,1,abusado,-1,-1,0,-1,0
51292,1,abusam,-1,0,0,0,0
53818,1,abusaram,-1,0,0,0,0
33328,1,acalma,1,0,0,0,0
33993,1,acalmada,1,0,0,0,0
53682,1,acalmadas,1,0,0,0,0
36716,1,acalmando,1,0,0,0,0
54318,1,acalmarem,1,0,0,0,0
53688,1,acalmem,1,0,0,0,0
16169,1,acanhada,-1,-1,0,0,0
30266,1,aceitassem,1,0,0,0,0
34273,1,acidentais,1,0,0,0,0
52348,1,acolha,1,0,0,0,0
51245,1,acolhidas,1,0,0,0,0
48240,1,acreditada,1,1,0,0,0
32304,1,acreditávamos,1,0,0,0,0
56144,1,acusaria,-1,0,0,0,0
49385,1,acuso,-1,0,0,0,0
8787,1,admitamos,1,0,0,0,0
49158,1,admitimos,1,0,0,0,0
29681,1,admitirá,1,0,0,0,0
54472,1,admitirmos,1,0,0,0,0
51436,1,admitisse,1,0,0,0,0
45396,1,adorada,1,1,0,0,0
47347,1,adorando,1,1,0,1,0
52804,1,adoraram,1,0,0,0,0
50001,1,adoraria,1,0,0,0,0
41836,1,adorava,1,0,0,0,0
44786,1,adorei,1,0,0,0,0
20768,1,adversamente,-1,0,0,0,0
55808,1,adversárias,-1,-1,0,0,0
46963,1,adversidade,-1,0,0,0,-1
34920,1,advogando,1,0,0,0,0
50261,1,advogarem,1,0,0,0,0
34358,1,advogo,1,0,0,0,0
38391,1,advogou,1,0,0,0,0
23787,1,afeição,1,0,0,0,1
54716,1,afetação,-1,0,0,0,0
31127,1,afetivo,1,1,0,1,0
23496,1,aflige,-1,0,0,0,0
32213,1,afligia,-1,0,0,0,0
47432,1,aflita,-1,-1,0,0,0
39718,1,afoito,-1,-1,0,1,0
35356,1,afortunadas,1,1,0,0,0
56801,1,afrontada,1,-1,0,0,0
35631,1,afrontam,1,0,0,0,0
50196,1,afrontando,1,0,0,0,0
44627,1,afrontaria,1,0,0,0,0
52898,1,afronte,1,0,0,0,0
48458,1,afrontem,1,0,0,0,0
50195,1,afronto,1,0,0,0,0
16834,1,afrouxa,1,0,0,0,0
51191,1,afrouxada,1,0,0,0,0
31472,1,afrouxado,1,0,0,0,0
27916,1,afrouxaram,1,0,0,0,0
11864,1,afrouxarmos,1,0,0,0,0
50382,1,afrouxe,1,0,0,0,0
55418,1,agitarão,-1,0,0,0,0
51188,1,agoniado,-1,-1,0,-1,-1
53464,1,agraciados,1,0,0,0,0
27855,1,agradam,1,0,0,0,0
51524,1,agradará,1,0,0,0,0
53728,1,agradarão,1,0,0,0,0
43458,1,agradarem,1,0,0,0,0
31862,1,agradava,1,0,0,0,0
53270,1,agradeçamos,1,0,0,0,0
41971,1,agradeceram,1,0,0,0,0
48049,1,agrado,1,0,0,1,0
14854,1,agredidos,-1,0,0,0,0
47935,1,agridem,-1,0,0,0,0
35294,1,ais,-1,0,0,0,0
56247,1,ajudarmos,1,0,0,0,0
49323,1,ajudassem,1,0,0,0,0
54512,1,ajudei,1,0,0,0,0
34259,1,alarmar,-1,1,0,0,0
50194,1,alcançadas,1,0,0,0,0
55549,1,alcançamos,1,0,0,0,0
5789,1,alcançarmos,1,0,0,0,0
21098,1,alcançasse,1,0,0,0,0
49062,1,alcances,1,0,0,0,0
38781,1,alegremente,1,0,0,0,0
41762,1,alimentarem,1,0,0,0,0
49067,1,alimentem,1,0,0,0,0
7965,1,aliviará,1,0,0,0,0
33435,1,aliviariam,1,0,0,0,0
6194,1,aliviou,1,0,0,0,0
39698,1,alterarão,-1,0,0,0,0
14537,1,alterassem,-1,0,0,0,0
50781,1,altivo,1,-1,0,-1,1
38688,1,amada,1,1,0,0,0
26122,1,amando,1,0,0,0,0
18782,1,amante,1,1,0,0,0
30539,1,amas,1,0,0,0,0
25005,1,amava,1,0,0,0,0
36163,1,ameaçador,-1,-1,0,-1,0
40519,1,ameaçadoras,-1,-1,0,0,0
5848,1,ameaçassem,-1,0,0,0,0
36840,1,ameace,-1,0,0,0,0
28059,1,ameacem,-1,0,0,0,0
47306,1,amedrontadas,-1,-1,0,0,0
55813,1,amig,1,0,0,0,0
18701,1,amo,1,0,0,0,0
44191,1,amorosa,1,1,0,0,0
23809,1,amou,1,0,0,0,0
47253,1,angustiada,-1,-1,0,0,0
30547,1,angustiados,-1,-1,0,0,0
38275,1,angustiar,-1,-1,0,0,0
54453,1,angústias,-1,0,0,0,0
19933,1,anseiam,-1,0,0,0,0
56318,1,antipatia,-1,0,0,-1,0
5871,1,anularem,-1,0,0,0,0
54494,1,anularia,-1,0,0,0,0
49888,1,anulem,-1,0,0,0,0
12353,1,apaixonadas,1,0,0,0,0
30545,1,apavorados,-1,-1,0,0,0
53251,1,apavorante,-1,-1,0,-1,-1
28276,1,apavorar,-1,1,1,1,0
49133,1,aplaude,1,0,0,0,0
52687,1,aplaudidos,1,-1,0,0,0
25101,1,aplaudir,1,1,0,0,0
54786,1,aplaudiria,1,0,0,0,0
55939,1,apoiarão,1,0,0,0,0
47601,1,apoiarmos,1,0,0,0,0
54154,1,apoiassem,1,0,0,0,0
31473,1,apreciando,1,0,0,0,0
46427,1,aprovavam,1,0,0,0,0
51754,1,aprovei,1,0,0,0,0
48621,1,aprovemos,1,0,0,0,0
8827,1,arrasou,-1,0,0,0,0
46432,1,arrebatamento,1,0,0,0,0
16873,1,arremedo,-1,0,0,0,0
36486,1,arrependimento,-1,0,0,0,-1
45928,1,arrimo,1,0,0,0,0
54027,1,asseguram,1,0,0,0,0
10217,1,asseguramos,1,0,0,0,0
30268,1,assegurariam,1,0,0,0,0
27879,1,asseguravam,1,0,0,0,0
38064,1,assiduamente,1,0,0,0,0
26439,1,assistíamos,1,0,0,0,0
49095,1,assistirá,1,0,0,0,0
56116,1,assistirão,1,0,0,0,0
34610,1,assistirem,1,0,0,0,0
47590,1,assistirmos,1,0,0,0,0
48090,1,assisto,1,0,0,0,0
56784,1,assolaram,-1,0,0,0,0
30710,1,assolou,-1,0,0,0,0
21523,1,assombrado,-1,-1,0,-1,0
21389,1,assombrando,-1,0,0,0,0
23469,1,assombrou,-1,0,0,0,0
31972,1,assustadas,-1,-1,0,0,0
29314,1,assustam,-1,0,0,0,0
55506,1,assustamos,-1,0,0,0,0
38914,1,assustei,-1,0,0,0,0
56141,1,atacaria,-1,0,0,0,0
50311,1,atacava,-1,0,0,0,0
54212,1,atencioso,1,1,0,1,0
50801,1,atendemos,1,0,0,0,0
21379,1,atenuamos,1,0,0,0,0
32219,1,atenuará,1,0,0,0,0
45296,1,atenuarem,1,0,0,0,0
43633,1,atenuaria,1,0,0,0,0
23605,1,atenue,1,0,0,0,0
23606,1,atenuem,1,0,0,0,0
35777,1,aterrorizada,-1,-1,0,0,0
29315,1,atingíssemos,1,0,0,0,0
52642,1,atormentada,-1,-1,0,0,0
48326,1,atormentam,-1,0,0,0,0
31023,1,atormentar,-1,0,-1,1,0
32882,1,atormentava,-1,0,0,0,0
53293,1,atormentou,-1,0,0,0,0
18801,1,atraída,1,-1,0,0,0
56617,1,atrairemos,1,0,0,0,0
45892,1,atraíssem,1,0,0,0,0
40010,1,atrevida,1,0,0,0,0
20490,1,atroz,-1,-1,0,-1,0
29872,1,auxiliaram,1,0,0,0,0
29368,1,auxiliaremos,1,0,0,0,0
12214,1,auxiliaria,1,0,0,0,0
38982,1,auxiliava,1,0,0,0,0
8627,1,avaliaremos,1,0,0,0,0
45205,1,avaliariam,1,0,0,0,0
48309,1,avaliassem,1,0,0,0,0
44569,1,avaliávamos,1,0,0,0,0
55367,1,avalio,1,0,0,0,0
33313,1,avancei,1,0,0,0,0
49878,1,avancemos,1,0,0,0,0
34785,1,avidez,1,0,0,0,0
45794,1,aviva,1,0,0,0,0
27327,1,baixamos,-1,0,0,0,0
39912,1,baixariam,-1,0,0,0,0
49058,1,baixasse,-1,0,0,0,0
52575,1,banais,-1,-1,0,0,0
53659,1,barraram,-1,0,0,0,0
35436,1,barraria,-1,0,0,0,0
53173,1,batalhar,-1,0,0,1,0
53138,1,batalharam,-1,0,0,0,0
49956,1,batidas,-1,-1,0,0,0
33871,1,beijemos,1,0,0,0,0
56668,1,beijou,1,0,0,0,0
50463,1,belicosas,-1,-1,0,0,0
45680,1,beneficiarem,1,0,0,0,0
32533,1,beneficiarmos,1,0,0,0,0
56938,1,beneficiassem,1,0,0,0,0
34674,1,bobos,1,-1,0,0,0
47679,1,bosta,-1,0,-1,0,0
43651,1,bradada,-1,0,0,0,0
33926,1,bradam,-1,0,0,0,0
30752,1,bradarão,-1,0,0,0,0
55901,1,bravas,1,0,0,0,0
53948,1,bravos,1,0,0,0,0
54638,1,bravura,1,0,0,1,0
27950,1,brigado,-1,0,0,0,0
38633,1,brigamos,-1,0,0,0,0
56935,1,brigarem,-1,0,0,0,0
25455,1,brincado,1,1,0,0,0
54911,1,brincarem,1,0,0,0,0
21039,1,brio,1,0,0,1,0
38959,1,burlam,-1,0,0,0,0
47316,1,burlaria,-1,0,0,0,0
23902,1,burlarmos,-1,0,0,0,0
47591,1,calados,-1,0,0,0,0
47523,1,cansar,-1,-1,-1,0,0
55981,1,caprichos,-1,0,0,0,0
46317,1,carinhoso,1,1,1,1,1
39585,1,casta,1,1,0,0,0
57007,1,cativo,1,-1,0,-1,0
19616,1,cativos,1,-1,0,0,0
31575,1,cdf,-1,0,0,0,0
34496,1,celebrando,1,0,0,0,0
48202,1,celebrarem,1,0,0,0,0
53584,1,celebrarmos,1,0,0,0,0
34495,1,celebrava,1,0,0,0,0
37665,1,celebravam,1,0,0,0,0
37038,1,celebremos,1,0,0,0,0
53746,1,censurada,-1,-1,0,0,0
37237,1,censurado,-1,-1,0,-1,0
16342,1,censuram,-1,0,0,0,0
57066,1,chateados,-1,-1,0,0,0
33874,1,chateei,-1,0,0,0,0
55567,1,chocam,-1,0,0,0,0
33613,1,chocará,-1,0,0,0,0
50172,1,chocavam,-1,0,0,0,0
48210,1,chora,-1,0,0,0,0
52708,1,choram,-1,0,0,0,0
53681,1,chorar,-1,0,0,-1,0
51172,1,chorou,-1,0,0,0,0
24662,1,clama,-1,0,0,0,0
54444,1,clamado,-1,0,0,0,0
53777,1,clareia,1,0,0,0,0
29529,1,clareie,1,0,0,0,0
33014,1,clemência,1,0,0,1,0
33427,1,cobiça,-1,0,0,-1,0
55203,1,cobiçava,-1,0,0,0,0
30709,1,cólera,-1,0,0,-1,0
31309,1,combatemos,-1,0,0,0,0
56341,1,combaterá,-1,0,0,0,0
46657,1,combaterem,-1,0,0,0,0
51635,1,combateria,-1,0,0,0,0
47563,1,combates,-1,0,0,0,0
19591,1,combatidos,-1,0,0,0,0
43510,1,combato,-1,0,0,0,0
47084,1,combinarem,1,0,0,0,0
17427,1,combinaremos,1,0,0,0,0
30777,1,combinei,1,0,0,0,0
30744,1,combinem,1,0,0,0,0
44039,1,comédia,1,0,1,-1,0
48117,1,comoveu,1,0,0,0,0
10395,1,compartilharem,1,0,0,0,0
38996,1,compartilhariam,1,0,0,0,0
44787,1,compartilhei,1,0,0,0,0
32829,1,complacente,1,1,0,1,1
38434,1,comportadas,1,-1,0,0,0
31172,1,comprometam,1,0,0,0,0
29711,1,comprometemos,1,0,0,0,0
32451,1,comprometerá,1,0,0,0,0
54924,1,comprometeria,1,0,0,0,0
14088,1,comprometermos,1,0,0,0,0
33160,1,comprometesse,1,0,0,0,0
49142,1,comprometi,1,0,0,0,0
50397,1,conciliados,1,0,0,0,0
55200,1,conciliando,1,0,0,0,0
54000,1,conciliáveis,1,0,0,0,0
33771,1,concordaremos,1,0,0,0,0
37763,1,concordariam,1,0,0,0,0
47990,1,concordemos,1,0,0,0,0
45930,1,concórdia,1,0,0,0,0
40794,1,condenarem,-1,0,0,0,0
23162,1,condenáveis,-1,-1,0,0,0
39646,1,condenem,-1,0,0,0,0
55337,1,condescendente,1,0,0,0,0
51589,1,conferidas,1,0,0,0,0
51093,1,conferido,1,0,0,0,0
47030,1,conferiria,1,0,0,0,0
35233,1,confiaria,1,0,0,0,0
48708,1,confiariam,1,0,0,0,0
51206,1,confiem,1,0,0,0,0
53563,1,confundidas,-1,-1,0,0,0
21425,1,confundindo,-1,0,0,0,0
48914,1,confusos,-1,-1,0,0,0
34315,1,conquistamos,1,0,0,0,0
56794,1,conquistará,1,0,0,0,0
48225,1,conquistarão,1,0,0,0,0
48757,1,conquistasse,1,0,0,0,0
51720,1,conquistem,1,0,0,0,0
30649,1,conseguíamos,1,0,0,0,0
44960,1,consentida,1,0,0,0,0
54736,1,consentiu,1,0,0,0,0
56489,1,consideraremos,1,0,0,0,0
43325,1,considerávamos,1,0,0,0,0
37298,1,consideremos,1,0,0,0,0
52984,1,consignadas,1,0,0,0,0
50302,1,consignando,1,0,0,0,0
51761,1,consignar,1,0,0,0,0
39902,1,consolado,1,0,0,0,0
40085,1,consolar,1,0,0,0,0
50401,1,contentamento,1,0,0,0,1
34089,1,contentamos,1,0,0,0,0
16592,1,conteria,-1,0,0,0,0
15881,1,contestei,-1,0,0,0,0
37635,1,continham,-1,0,0,0,0
55653,1,contiveram,-1,0,0,0,0
54421,1,contrariadas,-1,-1,0,0,0
55102,1,contrariados,-1,-1,0,0,0
48268,1,contrariarem,-1,0,0,0,0
25602,1,contrariavam,-1,0,0,0,0
55185,1,contrarie,-1,0,0,0,0
47743,1,contrariem,-1,0,0,0,0
43506,1,contratamos,1,0,0,0,0
51125,1,contratasse,1,0,0,0,0
40605,1,contratava,1,0,0,0,0
50759,1,contratavam,1,0,0,0,0
11906,1,controlará,-1,0,0,0,0
45875,1,controlariam,-1,0,0,0,0
47600,1,controlavam,-1,0,0,0,0
54175,1,convencesse,1,0,0,0,0
50599,1,convenha,1,0,0,0,0
54827,1,convenientes,1,1,0,0,0
30522,1,correspondes,1,0,0,0,0
36318,1,correspondida,1,0,0,0,0
39642,1,corrompem,-1,0,0,0,0
56589,1,corrompendo,-1,0,0,0,0
56551,1,corromperam,-1,0,0,0,0
52801,1,corrompidos,-1,-1,0,0,0
23016,1,cortavam,-1,0,0,0,0
56344,1,cortei,-1,0,0,0,0
43317,1,creditada,1,0,0,0,0
22697,1,creditas,1,0,0,0,0
38003,1,credite,1,0,0,0,0
30192,1,credo,-1,0,0,0,0
30326,1,creia,1,0,0,0,0
45422,1,crendo,1,0,0,0,0
45459,1,cri,1,0,0,0,0
26064,1,criariam,1,0,0,0,0
52838,1,crias,1,0,0,0,0
35715,1,criássemos,1,0,0,0,0
51749,1,criticamos,-1,0,0,0,0
15559,1,criticassem,-1,0,0,0,0
47104,1,critique,-1,0,0,0,0
52311,1,cruéis,-1,-1,0,0,0
54133,1,crueldade,-1,0,0,0,0
53897,1,cuidada,1,1,0,0,0
46314,1,cuidadas,1,1,0,0,0
28597,1,cuidamos,1,0,0,0,0
51232,1,culparam,-1,0,0,0,0
36489,1,culpas,-1,0,0,-1,0
47595,1,culpem,-1,0,0,0,0
53829,1,culta,1,1,0,0,0
14770,1,cultivada,1,1,0,0,0
23011,1,cultivadas,1,1,0,0,0
16742,1,cultive,1,0,0,0,0
40908,1,cultuar,1,1,0,0,0
48408,1,cumprirão,1,0,0,0,0
50612,1,cumprirmos,1,0,0,0,0
45772,1,cumpríssemos,1,0,0,0,0
26278,1,debateram,-1,0,0,0,0
31004,1,debateremos,-1,0,0,0,0
24213,1,debatermos,-1,0,0,0,0
39523,1,debateu,-1,0,0,0,0
48960,1,debatiam,-1,0,0,0,0
37584,1,debilitar,-1,-1,0,1,0
37781,1,decai,-1,0,0,0,0
23012,1,decaiu,-1,0,0,0,0
36569,1,declinam,-1,0,0,0,0
46845,1,declino,-1,0,0,0,0
52741,1,dedicará,1,0,0,0,0
45577,1,dedicaria,1,0,0,0,0
46644,1,defendamos,1,0,0,0,0
54915,1,degeneração,-1,0,0,0,0
40133,1,degradados,-1,-1,0,0,0
53776,1,delicadeza,1,0,0,1,0
40273,1,demolidas,-1,0,0,0,0
21540,1,demolido,-1,0,0,0,0
54447,1,demoliu,-1,0,0,0,0
54946,1,derrotava,-1,0,0,0,0
35240,1,desafiadas,1,-1,0,0,0
44639,1,desafiado,1,-1,0,0,0
44534,1,desafie,1,0,0,0,0
49057,1,desafiei,1,0,0,0,0
56367,1,desagradará,-1,0,0,0,0
55331,1,desagradável,-1,-1,-1,-1,0
47102,1,desagradem,-1,0,0,0,0
55382,1,desajeitamento,-1,0,0,0,0
55099,1,desalinho,-1,0,0,0,0
53970,1,desapontar,-1,0,0,0,0
34263,1,desapontaram,-1,0,0,0,0
48297,1,desapontassem,-1,0,0,0,0
47939,1,desaprovado,-1,0,0,0,0
53853,1,desaprovar,-1,1,0,0,0
48054,1,desaprovaram,-1,0,0,0,0
36981,1,desavença,-1,0,0,0,0
55452,1,desconcertante,-1,-1,0,0,0
27200,1,desconfiado,-1,-1,0,-1,0
45342,1,desconfiamos,-1,0,0,0,0
23227,1,desconfie,-1,0,0,0,0
51392,1,descrente,-1,0,0,0,0
50724,1,desculpo,1,0,0,0,0
23615,1,desejavam,1,0,0,0,0
30555,1,desembaraçando,1,0,0,0,0
34235,1,desfaça,-1,0,0,0,0
55556,1,desfavor,-1,0,0,0,0
53445,1,desfazem,-1,0,0,0,0
49034,1,desfeitos,-1,-1,0,0,0
55769,1,desfizeram,-1,0,0,0,0
56528,1,desgraças,-1,0,0,0,0
50361,1,desiludidos,-1,-1,0,0,0
44390,1,desistam,-1,0,0,0,0
54728,1,desistirá,-1,0,0,0,0
49545,1,desistiriam,-1,0,0,0,0
50312,1,desmedida,1,-1,0,0,0
34507,1,desmente,-1,0,0,0,0
48321,1,desmentem,-1,0,0,0,0
56271,1,desmentidas,-1,-1,0,0,0
55466,1,desmentindo,-1,0,0,0,0
34788,1,desmentiram,-1,0,0,0,0
29062,1,desobrigado,1,0,0,0,0
51036,1,desobrigue,1,0,0,0,0
20023,1,desobstruído,1,1,0,0,0
29180,1,desobstruir,1,-1,0,0,0
27699,1,desolação,-1,0,0,-1,0
45899,1,desordenadas,-1,-1,0,0,0
51129,1,desperdiçada,-1,-1,0,0,0
23879,1,desperdiçam,-1,0,0,0,0
23880,1,desperdiçamos,-1,0,0,0,0
50340,1,despertaria,1,0,0,0,0
11069,1,despreocupação,1,0,0,-1,0
22446,1,destinamos,-1,0,0,0,0
23103,1,destinaria,-1,0,0,0,0
30357,1,destine,-1,0,0,0,0
25662,1,destrua,-1,0,0,0,0
44628,1,destruíam,-1,0,0,0,0
27330,1,destruímos,-1,0,0,0,0
15963,1,destruindo,-1,0,0,0,0
1166,1,destruiremos,-1,0,0,0,0
48386,1,destruirmos,-1,0,0,0,0
47441,1,desumanidade,-1,0,0,-1,0
33900,1,deteriorados,-1,-1,0,0,0
38420,1,deterioram,-1,0,0,0,0
51117,1,deteriorasse,-1,0,0,0,0
55997,1,deterioravam,-1,0,0,0,0
24922,1,deteriorem,-1,0,0,0,0
38057,1,determinarão,1,0,0,0,0
50387,1,determinaria,1,0,0,0,0
48407,1,determinem,1,0,0,0,0
47587,1,detestáveis,-1,-1,0,0,0
54368,1,detestem,-1,0,0,0,0
55686,1,deturpa,-1,0,0,0,0
50043,1,deturpada,-1,-1,0,0,0
47196,1,deturpadas,-1,-1,0,0,0
35577,1,deturpem,-1,0,0,0,0
51233,1,devastam,-1,0,0,0,0
12750,1,diferida,-1,0,0,0,0
29741,1,diferidas,-1,0,0,0,0
21004,1,diferindo,-1,0,0,0,0
50928,1,diminuía,1,0,0,0,0
39721,1,diminuídas,1,-1,0,0,0
53703,1,diminuídos,1,-1,0,0,0
51451,1,discuss,-1,0,0,0,0
23883,1,disputaremos,-1,0,0,0,0
48724,1,disputava,-1,0,0,0,0
47806,1,divergiam,-1,0,0,0,0
44019,1,divertida,1,1,0,0,0
33888,1,divertiu,1,0,0,0,0
56692,1,dividam,1,0,0,0,0
21195,1,dividi,1,0,0,0,0
26774,1,dividiam,1,0,0,0,0
30382,1,dividimos,1,0,0,0,0
44750,1,dividiria,1,0,0,0,0
49436,1,dividiriam,1,0,0,0,0
50684,1,dividisse,1,0,0,0,0
53331,1,dividissem,1,0,0,0,0
55374,1,divido,1,0,0,0,0
47140,1,divirja,-1,0,0,0,0
26094,1,divirjo,-1,0,0,0,0
32528,1,dócil,1,1,0,1,0
54376,1,docinho,1,0,0,0,0
29555,1,doem,-1,0,0,0,0
42093,1,doendo,-1,0,0,0,0
36008,1,doida,-1,-1,0,0,0
50499,1,doidas,-1,-1,0,0,0
22915,1,dolorosamente,-1,0,0,0,0
29020,1,dominavam,1,0,0,0,0
53425,1,domine,1,0,0,0,0
53935,1,elogiáveis,1,0,0,0,0
56010,1,embaralhando,-1,0,0,0,0
33708,1,embriagados,-1,-1,0,0,0
8558,1,emocionais,1,0,0,0,0
19974,1,empobrecendo,-1,0,0,0,0
31110,1,empobrecer,-1,0,0,0,0
23065,1,empobreceu,-1,0,0,0,0
19978,1,empobrecida,-1,-1,0,0,0
27564,1,empobrecidas,-1,-1,0,0,0
38636,1,empregarão,1,0,0,0,0
29682,1,empregarem,1,0,0,0,0
38824,1,empregaria,1,0,0,0,0
21265,1,empurrado,-1,-1,0,0,0
14091,1,empurramos,-1,0,0,0,0
44469,1,empurrarem,-1,0,0,0,0
40570,1,empurrariam,-1,0,0,0,0
42272,1,encantar,1,0,1,1,0
55959,1,encantava,1,0,0,0,0
20743,1,encantou,1,0,0,0,0
45896,1,encolherão,-1,0,0,0,0
32192,1,encorajaram,1,0,0,0,0
37497,1,encorajem,1,0,0,0,0
51431,1,encorajou,1,0,0,0,0
54125,1,endureça,-1,0,0,0,0
29772,1,endureceram,-1,0,0,0,0
55977,1,endurecia,-1,0,0,0,0
37760,1,endurecidos,-1,-1,0,0,0
55596,1,enfeitar,1,0,0,0,0
50842,1,enfraqueçam,-1,0,0,0,0
29440,1,enganados,-1,-1,0,0,0
35181,1,enganando,-1,0,0,0,0
30759,1,enganem,-1,0,0,0,0
39977,1,engenhosa,1,1,0,0,0
39746,1,enlouqueceu,-1,0,0,0,0
56972,1,enlouquecidos,-1,-1,0,0,0
46365,1,enriquecendo,1,0,0,0,0
47387,1,enriqueceriam,1,0,0,0,0
55713,1,enriquecido,1,1,0,0,0
54195,1,ensejo,1,0,0,0,0
39613,1,entediante,-1,-1,-1,-1,0
