idpalavra,COUNT(palavra_localizacao.idpalavra),palavra,polaridade_LIWC,polaridade_OpLexicon,polaridade_ReLiLex,polaridade_Sentilex,polaridade_WordnetBr
16193,23,criticam,-1,0,0,0,0
28995,23,defendidas,1,0,0,0,0
14251,23,degradação,-1,0,0,0,0
21371,23,destinos,-1,0,0,0,0
14405,23,enfraquecida,-1,-1,0,0,0
9156,23,estimava,1,0,0,0,0
14201,23,excessivo,-1,-1,0,-1,0
1346,23,formam,1,0,0,0,0
17513,23,geradas,1,0,0,0,0
19079,23,indignação,-1,0,0,0,0
6711,23,intensas,1,1,0,0,0
12113,23,lamentou,-1,0,0,0,0
6817,23,liberada,1,0,0,0,0
10441,23,lutando,-1,0,0,0,0
12506,23,orgânica,0,0,0,0,0
22382,23,organizados,0,1,0,0,0
11514,23,pautada,0,1,0,0,0
15577,23,penso,0,1,0,0,0
9381,23,preferido,0,1,1,1,0
12029,23,privilegiada,0,0,0,0,0
1838,23,produtoras,0,0,0,0,0
10401,23,proprietários,0,0,0,0,0
22150,23,reportar,0,-1,0,0,0
11233,23,resultantes,0,0,0,0,0
16420,23,rodar,0,-1,0,0,0
4447,23,sozinhos,0,0,0,0,0
884,23,subsequentes,0,0,0,0,0
4448,23,subsidiar,0,0,0,0,0
2986,23,tímida,0,-1,0,0,0
17793,23,orgulho,1,0,0,0,1
16347,23,presunção,-1,0,0,-1,-1
5638,23,puro,1,1,0,1,0
36805,23,queixas,-1,0,0,0,0
18669,23,suportar,1,0,0,0,0
10973,23,tolerar,-1,1,0,0,0
17021,23,acadêmico,0,0,0,0,0
8240,23,aperfeiçoar,0,0,0,0,0
9225,23,apontadas,0,-1,0,0,0
26071,23,árabe,0,0,0,0,0
8960,23,artistas,0,0,0,0,0
24352,23,bloquear,0,-1,0,-1,0
12811,23,católica,0,0,0,0,0
3633,23,cometer,0,0,0,0,0
14357,23,complexas,0,-1,0,0,0
33482,23,congressista,0,0,0,0,0
16979,23,contaminado,0,0,0,0,0
12764,23,contaminar,0,-1,0,-1,0
15548,23,denominados,0,1,0,0,0
13655,23,derrocada,0,-1,0,0,0
22395,23,desenrolar,0,0,0,0,0
9947,23,enxuto,0,0,0,1,0
10397,23,esmagadora,0,0,0,0,0
14839,23,espalhadas,0,-1,0,0,0
9037,23,espanhola,0,0,0,0,0
17821,23,estreita,0,0,0,0,0
3801,23,estruturar,0,1,0,0,0
7693,23,expansionista,0,0,0,0,0
10341,23,graduado,0,0,0,0,0
3257,23,impulsionadas,0,-1,0,0,0
13036,23,infectado,0,-1,0,-1,0
7679,23,lógico,0,0,0,1,0
25378,23,manifesta,0,0,0,0,0
7677,23,mera,0,0,0,0,0
15260,23,movimentada,0,1,0,0,0
11098,23,música,0,1,0,0,0
4449,23,naval,0,0,0,0,0
13300,22,decisivos,0,0,0,0,0
10373,22,declarada,0,0,0,0,0
15437,22,decorrer,0,0,0,0,0
13793,22,desejável,0,1,0,1,0
36108,22,detido,0,-1,0,-1,0
515,22,dissidentes,0,-1,0,0,0
3737,22,esvaziada,0,-1,0,0,0
11520,22,excessiva,0,-1,0,0,0
3839,22,extensa,0,0,0,0,0
18386,22,guia,0,0,0,0,0
17679,22,impopular,0,-1,0,-1,0
8588,22,imprimir,0,-1,0,0,0
7198,22,indevido,0,1,0,0,0
17256,22,interpretada,0,0,0,0,0
12585,22,invisíveis,0,-1,0,0,0
2490,22,mágica,0,1,0,0,0
23329,22,memorando,0,1,0,0,0
36184,22,mistas,0,-1,0,0,0
14800,22,modificada,0,0,0,0,0
14467,22,montado,0,0,0,0,0
17746,22,obrigada,0,-1,0,0,0
11356,22,percebido,0,0,0,0,0
14341,22,percorrer,0,-1,0,0,0
7793,22,posteriores,0,0,0,0,0
22366,22,progressista,0,1,0,1,0
6364,22,promissor,0,1,0,1,0
11814,22,remunerados,0,1,0,0,0
17676,22,repentina,0,-1,0,0,0
17638,22,retaliar,0,1,0,0,0
15434,22,rígido,0,0,0,0,0
30397,22,vencedoras,0,1,0,0,0
17383,22,pragmatismo,0,0,0,1,0
2691,22,agradar,1,1,1,1,0
16377,22,atendem,1,0,0,0,0
10465,22,calor,1,0,0,0,0
34695,22,condenar,-1,1,0,0,0
19726,22,crie,1,0,0,0,0
26398,22,decepcionante,-1,-1,-1,-1,0
15473,22,desculpa,1,0,0,0,0
9762,22,devagar,1,0,0,0,0
8405,22,emprega,1,0,0,0,0
6489,22,enfraquecido,-1,-1,0,-1,0
2191,22,erradas,-1,-1,0,0,0
14302,22,importado,1,0,0,0,0
14365,22,importam,1,0,0,0,0
8834,22,joga,1,0,0,0,0
9847,22,mantiver,1,0,0,0,0
8446,22,moderados,1,1,0,0,0
3798,22,ociosa,-1,-1,0,0,0
25628,22,ocupam,1,0,0,0,0
22232,22,prejudicaria,-1,0,0,0,0
15113,22,prolongar,-1,0,-1,0,0
12096,22,prometem,1,0,0,0,0
21151,22,protegido,1,-1,0,0,0
10746,22,puxar,-1,0,0,0,0
17930,22,reclamam,-1,0,0,0,0
15410,22,reprimida,-1,-1,0,0,0
12153,22,separados,-1,0,0,0,0
1746,22,sofrerão,-1,0,0,0,0
20032,22,vergonha,-1,0,-1,-1,-1
5115,22,acentuado,0,0,0,0,0
11836,22,acre,0,-1,0,-1,0
19592,22,catar,0,0,0,0,0
28365,22,cautelar,0,-1,0,0,0
13956,22,concentrados,0,-1,0,0,0
13980,21,negam,-1,0,0,0,0
22743,21,nomear,1,0,0,0,0
15447,21,pedimos,-1,0,0,0,0
21746,21,perseguida,-1,-1,0,0,0
7966,21,poderosas,1,1,0,0,0
2743,21,precisão,1,0,0,1,0
24750,21,rebaixou,-1,0,0,0,0
16249,21,receberem,1,0,0,0,0
25968,21,reduzirem,-1,0,0,0,0
11893,21,roubar,-1,-1,0,-1,0
14833,21,roubo,-1,0,0,0,0
25262,21,santas,1,1,0,0,0
16252,21,suprimir,-1,-1,0,0,0
4845,21,sustentou,1,0,0,0,0
17507,21,tratará,1,0,0,0,0
10052,21,acarretar,0,1,0,0,0
6485,21,adicionado,0,1,0,0,0
16313,21,alternativo,0,0,0,0,0
21279,21,atrelados,0,1,0,0,0
9042,21,baratear,0,1,0,0,0
5895,21,carente,0,-1,0,-1,0
14367,21,comportar,0,1,0,0,0
22548,21,concretizar,0,1,0,0,0
12050,21,conviver,0,0,0,0,0
13789,21,obstruir,0,-1,0,-1,0
1848,21,operado,0,1,0,0,0
1278,21,oposta,0,1,0,0,0
10382,21,possuir,0,1,0,0,0
7922,21,precária,0,-1,0,0,0
569,21,preferida,0,1,0,0,0
30850,21,prévios,0,0,0,0,0
11780,21,razoáveis,0,1,0,0,0
4370,21,reorganizar,0,0,0,0,0
10935,21,reportados,0,1,0,0,0
2733,21,resistir,0,0,0,0,0
20856,21,rigorosas,0,1,0,0,0
2834,21,saltar,0,-1,0,0,0
21436,21,secreta,0,0,0,0,0
8408,21,sétima,0,0,0,0,0
7537,21,simbólico,0,1,0,0,0
9862,21,tecnológicos,0,0,0,0,0
1056,21,tocante,0,1,1,0,0
1391,21,transformado,0,0,0,0,0
7436,21,travada,0,-1,0,0,0
11855,21,ultrapassado,0,1,0,-1,0
14555,21,variar,0,-1,0,0,0
4854,21,providência,0,0,0,1,0
8675,21,cruzados,0,-1,0,0,0
20067,21,decretar,0,1,0,0,0
8499,21,desastroso,0,1,0,-1,0
22292,21,disposta,0,1,0,0,0
20861,21,equilibrada,0,1,0,0,0
25404,21,equívocos,0,-1,0,0,0
7815,21,esconder,0,-1,0,-1,0
5661,21,flagrante,0,1,0,0,0
14773,21,incorporado,0,-1,0,0,0
11843,21,incorporados,0,-1,0,0,0
15449,21,índios,0,-1,0,0,0
13108,21,influentes,0,1,0,0,0
16822,21,interessadas,0,1,0,0,0
13904,21,italiana,0,0,0,0,0
7422,21,justificativas,0,1,0,0,0
38865,21,mentiroso,0,-1,0,-1,0
13457,21,nascido,0,0,0,0,0
14060,21,absurda,-1,-1,0,0,0
15045,21,afrouxar,1,0,0,0,0
9207,21,agradeço,1,0,0,0,0
5783,21,ajudem,1,0,0,0,0
21844,21,aproveitamento,1,0,0,0,0
11337,21,baixou,-1,0,0,0,0
27115,21,chorão,-1,-1,0,-1,0
5358,21,compartilhou,1,0,0,0,0
21591,21,contestação,-1,0,0,0,0
4880,21,contrariedade,-1,0,0,0,0
15549,21,controvérsia,-1,0,0,-1,0
25685,21,cortada,-1,-1,0,0,0
11994,21,cortados,-1,-1,0,0,0
15860,21,culpado,-1,-1,0,-1,-1
12689,21,cumpra,1,0,0,0,0
10808,21,defendiam,1,0,0,0,0
6688,21,duros,-1,-1,0,0,0
14260,21,equivocado,-1,-1,0,-1,0
14765,21,estranho,-1,0,-1,-1,0
18962,21,exagero,1,0,-1,0,0
11804,21,exceder,1,0,0,1,0
21567,21,falsos,-1,-1,0,0,0
3882,21,frustrado,-1,-1,0,-1,-1
10775,21,humanas,1,1,0,0,0
15642,21,injusto,-1,-1,0,-1,0
12993,21,investida,1,0,0,0,0
14237,20,abalo,-1,0,0,0,0
34647,20,acusar,-1,0,0,0,0
22712,20,aprovem,1,0,0,0,0
4673,20,atenda,1,0,0,0,0
10034,20,brincou,1,0,0,0,0
7169,20,conciliar,1,1,0,0,0
23338,20,confiam,1,0,0,0,0
8931,20,consentimento,1,0,0,0,0
12942,20,consideráveis,1,1,0,0,0
32523,20,corruptos,-1,-1,0,0,0
17371,20,disputam,-1,0,0,0,0
4668,20,divididas,1,0,0,0,0
8760,20,esperávamos,1,0,0,0,0
10196,20,fáceis,1,1,0,0,0
3645,20,fiéis,1,1,0,0,0
10449,20,forçou,-1,0,0,0,0
10950,20,fortalece,1,0,0,0,0
14706,20,fração,1,0,0,0,0
22890,20,ganhe,1,0,0,0,0
26726,20,guardas,1,0,0,0,0
26519,20,inimigos,-1,-1,0,0,0
14470,20,lentidão,-1,0,0,-1,0
13295,20,liberando,1,0,0,0,0
5308,20,notificar,0,-1,0,0,0
9008,20,obrigadas,0,-1,0,0,0
30139,20,ofertadas,0,-1,0,0,0
8508,20,populistas,0,-1,0,0,0
12287,20,portadores,0,0,0,0,0
15442,20,poupar,0,-1,0,0,0
13434,20,prováveis,0,0,0,0,0
4377,20,quebrado,0,-1,0,-1,0
11481,20,racial,0,0,0,0,0
10863,20,rastrear,0,0,0,0,0
38862,20,reformado,0,0,0,0,0
25406,20,remuneradas,0,1,0,0,0
1691,20,rígidos,0,0,0,0,0
31607,20,robustos,0,1,0,0,0
15376,20,rolar,0,0,0,0,0
1198,20,secundários,0,-1,0,0,0
1818,20,severas,0,-1,0,0,0
14245,20,severos,0,-1,0,0,0
21558,20,sólidas,0,0,0,0,0
15745,20,terminado,0,1,0,0,0
17449,20,velhos,0,0,0,0,0
7924,20,verdadeiros,0,1,0,0,0
10493,20,vivida,0,1,0,0,0
9848,20,perderá,-1,0,0,0,0
13407,20,prestígio,1,0,0,1,0
24409,20,prometendo,1,0,0,0,0
13537,20,protestar,-1,1,0,0,0
8050,20,recompensa,1,0,0,0,0
13778,20,reconhecendo,1,0,0,0,0
18295,20,reconhecidos,1,0,0,0,0
4079,20,relaxar,1,1,0,0,0
1776,20,sofra,-1,0,0,0,0
12903,20,sofrida,-1,-1,0,0,0
19458,20,sofrimento,-1,0,0,-1,-1
38487,20,vagos,1,-1,0,0,0
17604,20,virtuoso,1,1,0,1,0
8725,20,absolutos,0,1,0,0,0
4122,20,administrado,0,0,0,0,0
10268,20,aptos,0,1,0,0,0
2977,20,ativar,0,0,0,0,0
21222,20,atribuir,0,-1,0,0,0
13210,20,autônoma,0,0,0,0,0
24637,20,bastos,0,0,0,0,0
24892,20,certificado,0,1,0,1,0
16288,20,cheia,0,0,0,0,0
18024,20,complicar,0,0,-1,0,0
8000,20,conjuntos,0,-1,0,0,0
9504,20,contornar,0,0,0,0,0
30455,20,depor,0,-1,0,0,0
24967,20,desempenhar,0,0,0,0,0
15920,20,desfavorável,0,-1,0,0,0
3190,20,detalhadas,0,1,0,0,0
6569,20,diluir,0,0,0,0,0
17299,20,encarregado,0,0,0,0,0
8900,20,enfatizar,0,1,0,0,0
24730,20,ensejar,0,1,0,0,0
17657,20,escolhida,0,0,0,0,0
12622,20,evidentes,0,1,0,0,0
16769,20,evoluir,0,1,0,0,0
37425,20,exonerado,0,-1,0,0,0
7183,20,fiador,0,1,0,0,0
13398,20,filhas,0,0,0,0,0
4505,20,imediatos,0,1,0,0,0
15173,20,incapaz,0,-1,0,-1,0
23996,20,incentiva,0,-1,0,0,0
4928,20,inteligentes,0,1,0,0,0
19852,20,interpretar,0,-1,0,0,0
14811,20,irmã,0,-1,0,0,0
17980,20,irregulares,0,-1,0,0,0
16067,20,levadas,0,-1,0,0,0
9601,20,levantadas,0,-1,0,0,0
4247,20,mental,0,0,0,0,0
13465,20,nascer,0,0,0,0,0
11631,19,cumprimentar,0,0,0,0,0
17460,19,descrito,0,-1,0,0,0
22891,19,desempregado,0,-1,0,-1,0
10088,19,detalhados,0,1,0,0,0
9191,19,dirigente,0,1,0,0,0
9653,19,discricionário,0,-1,0,0,0
21262,19,dispensados,0,0,0,0,0
8301,19,embarcar,0,0,0,0,0
21519,19,estruturados,0,0,0,0,0
23280,19,experientes,0,1,0,0,0
20799,19,expostas,0,0,0,0,0
11673,19,factível,0,0,0,0,0
17312,19,filósofo,0,0,0,0,0
17008,19,florestais,0,0,0,0,0
9948,19,fragilizar,0,-1,0,1,0
21127,19,gráficos,0,0,0,0,0
2879,19,igualar,0,1,0,0,0
13799,19,inativo,0,-1,0,-1,0
3543,19,indispensável,0,0,1,1,0
6099,19,infectada,0,-1,0,0,0
10928,19,intensos,0,1,0,0,0
4787,19,investigadas,0,0,0,0,0
2475,19,irracional,0,1,0,-1,0
16550,19,israelense,0,0,0,0,0
18875,19,materializar,0,1,0,0,0
20404,19,modal,0,0,0,0,0
23257,19,organizadas,0,1,0,0,0
25627,19,pertencentes,0,1,0,0,0
14497,19,precioso,0,1,1,1,0
14440,19,recusar,0,1,0,0,0
13855,19,refletido,0,1,0,1,0
17425,19,renovados,0,1,0,0,0
12141,19,representativas,0,1,0,0,0
28255,19,revogar,0,1,0,0,0
19981,19,revolucionária,0,0,0,0,0
15550,19,socialistas,0,0,0,0,0
8066,19,típicos,0,0,0,0,0
19680,19,coerência,0,0,0,1,0
11461,19,equidade,0,0,0,1,0
23934,19,maturidade,0,0,0,1,0
21612,19,abriria,1,0,0,0,0
25698,19,acreditavam,1,0,0,0,0
25683,19,admitido,1,0,0,0,0
13458,19,agressão,-1,0,0,0,0
37868,19,antagonista,-1,-1,0,0,0
18660,19,aprovando,1,0,0,0,0
28301,19,atacando,-1,0,0,0,0
19011,19,batalhas,-1,0,0,0,0
7712,19,branda,1,0,0,0,0
26641,19,cansaço,-1,0,0,0,0
4082,19,combina,1,0,0,0,0
3861,19,comprometem,1,0,0,0,0
14051,19,conquistado,1,0,0,0,0
16895,19,considerarmos,1,0,0,0,0
6098,19,contendo,-1,0,0,0,0
633,19,contida,-1,-1,0,0,0
5780,19,controlados,-1,1,0,0,0
11835,19,cumpriram,1,0,0,0,0
11464,19,debatida,-1,0,0,0,0
23828,19,desrespeito,-1,0,0,-1,0
18623,19,determinando,1,0,0,0,0
26219,19,endurecer,-1,0,0,0,0
2715,19,estimulado,1,0,0,0,0
9343,19,excepcionais,1,1,0,0,0
27805,19,falsidade,-1,0,0,-1,0
16084,19,famosa,1,1,0,0,0
22117,19,favorecendo,1,0,0,0,0
7837,19,fortaleceu,1,0,0,0,0
9954,19,frustrar,-1,-1,-1,-1,0
27364,19,hostil,-1,-1,0,-1,0
7093,19,importou,1,0,0,0,0
26178,19,julgados,-1,1,0,0,0
23548,19,manterem,1,0,0,0,0
21167,19,nobre,1,1,0,1,1
8584,19,oportuno,1,1,0,1,0
24538,19,pedida,-1,0,0,0,0
8767,19,perseguir,-1,-1,0,-1,0
13027,19,prejudicam,-1,0,0,0,0
7709,19,prudente,1,1,0,1,0
17123,19,puxou,-1,0,0,0,0
15668,19,resgates,1,0,0,0,0
15155,19,severo,-1,-1,0,-1,0
18594,19,sofreria,-1,0,0,0,0
37759,19,soltou,1,0,0,0,0
22263,19,vedado,-1,-1,0,-1,0
26707,19,venceriam,1,0,0,0,0
24635,19,acatada,0,1,0,0,0
4462,19,acertado,0,1,0,1,0
15177,19,adiantar,0,0,0,0,0
7004,19,agravante,0,1,0,0,0
14399,19,albino,0,-1,0,-1,0
18032,19,amortecer,0,-1,0,0,0
74,19,ancoradas,0,-1,0,0,0
17579,19,argumentar,0,0,0,0,0
3524,19,arriscada,0,-1,0,0,0
21136,19,atrasadas,0,-1,0,0,0
25146,19,australianos,0,0,0,0,0
5132,19,borracha,0,-1,0,0,0
12348,19,céticos,0,0,0,0,0
1835,19,cheios,0,0,0,0,0
6223,19,comerciantes,0,-1,0,0,0
4237,19,congelados,0,-1,0,0,0
15484,19,convidar,0,0,0,0,0
4956,18,ocupando,1,0,0,0,0
8754,18,omissão,-1,0,0,0,0
19009,18,originais,1,0,0,0,0
21258,18,paixão,1,0,1,1,1
10185,18,piada,1,0,0,-1,0
5404,18,puxados,-1,-1,0,0,0
9524,18,recebiam,1,0,0,0,0
14612,18,reclama,-1,0,0,0,0
13023,18,reduzam,-1,0,0,0,0
17871,18,reforçada,1,1,0,0,0
46428,18,reprovação,-1,0,0,-1,0
9168,18,respeitados,1,1,0,0,0
18514,18,revolta,-1,-1,0,0,0
12235,18,tratadas,1,1,0,0,0
21807,18,triunfo,1,0,0,1,0
4540,18,valia,1,0,0,0,0
17003,18,vencidos,1,-1,0,0,0
22719,18,administradora,0,1,0,0,0
31228,18,ajustadas,0,-1,0,0,0
15768,18,angariar,0,0,0,0,0
5412,18,arriscado,0,-1,0,0,0
19846,18,arriscados,0,-1,0,0,0
5227,18,australiana,0,0,0,0,0
34692,18,bandidos,0,-1,0,0,0
9301,18,cadastrados,0,-1,0,0,0
6414,18,compostos,0,1,0,0,0
8414,18,controversa,0,-1,0,0,0
2911,18,ousado,0,1,0,0,0
12262,18,parceira,0,0,0,0,0
15502,18,pautado,0,1,0,0,0
18220,18,perdedores,0,-1,0,0,0
22031,18,perdurar,0,0,0,0,0
3081,18,peritos,0,1,0,0,0
4728,18,porco,0,-1,0,-1,0
13797,18,praticar,0,0,0,0,0
9221,18,precoce,0,-1,0,-1,0
15595,18,profundos,0,0,0,0,0
17115,18,psicológica,0,0,0,0,0
14194,18,realista,0,1,1,1,0
16426,18,recuperados,0,1,0,0,0
2659,18,religiosos,0,0,0,0,0
20063,18,representados,0,0,0,0,0
9144,18,reservados,0,0,0,0,0
15629,18,seletivos,0,0,0,0,0
37428,18,simpatizantes,0,1,0,0,0
13397,18,soviética,0,0,0,0,0
16286,18,subsidiado,0,0,0,0,0
9647,18,terceirizados,0,0,0,0,0
3057,18,típico,0,0,0,0,0
9480,18,transparentes,0,1,0,0,0
4589,18,tropical,0,1,0,0,0
16821,18,variadas,0,-1,0,0,0
18136,18,provocação,0,0,0,-1,0
13359,18,curvas,0,-1,0,0,0
14348,18,demorado,0,-1,0,-1,0
19870,18,desnecessários,0,-1,0,0,0
21917,18,diplomático,0,1,0,1,0
23298,18,discursar,0,1,0,0,0
15932,18,dispensada,0,0,0,0,0
24747,18,emergir,0,1,0,0,0
7338,18,encaixar,0,0,0,0,0
24618,18,encarada,0,0,0,0,0
12973,18,energético,0,0,0,0,0
15196,18,entendida,0,1,0,0,0
14891,18,especificar,0,1,0,0,0
18327,18,estendida,0,-1,0,0,0
9760,18,estourar,0,0,0,0,0
4002,18,estreito,0,0,0,0,0
27979,18,estudantil,0,0,0,0,0
16190,18,extinto,0,0,0,0,0
7770,18,fabricados,0,1,0,0,0
3765,18,fabricar,0,0,0,0,0
14746,18,firmada,0,-1,0,0,0
19140,18,firmar,0,0,0,0,0
11479,18,físicos,0,0,0,0,0
14023,18,impopulares,0,-1,0,0,0
19047,18,inadequada,0,-1,0,0,0
14038,18,incomodado,0,-1,0,-1,0
14129,18,indicadas,0,1,0,0,0
17655,18,indiretas,0,-1,0,0,0
12048,18,instituir,0,0,0,0,0
22148,18,integradas,0,-1,0,0,0
9419,18,justificada,0,1,0,0,0
21450,18,lamentável,0,-1,-1,-1,-1
27235,18,lavar,0,0,0,0,0
27798,18,limpar,0,-1,0,0,0
15119,18,nacionalista,0,0,0,0,0
19786,18,nazista,0,-1,0,-1,0
8394,18,abalou,-1,0,0,0,0
11588,18,abatimento,-1,0,0,0,0
20277,18,abrigar,1,-1,0,0,0
20818,18,abrirá,1,0,0,0,0
27978,18,acolheu,1,0,0,0,0
26168,18,acredite,1,0,0,0,0
12653,18,agrada,1,0,0,0,0
4775,18,alimento,1,0,0,0,0
16386,18,alinhadas,1,1,0,0,0
19517,18,ameaçando,-1,0,0,0,0
6772,18,aplicando,1,0,0,0,0
46123,18,apreensões,-1,0,0,0,0
25778,18,brando,1,-1,0,0,0
1309,18,brutas,-1,-1,0,0,0
25806,18,criará,1,0,0,0,0
13094,18,decidida,1,1,0,0,0
9980,18,desacordo,-1,0,0,0,0
2228,18,desobrigação,1,0,0,0,0
8105,18,deveres,-1,0,0,0,0
12524,18,elogiar,1,1,0,0,0
5479,18,empregada,1,0,0,0,0
31583,18,empregadas,1,0,0,0,0
9558,18,entusiasmo,1,0,1,1,1
11164,18,exata,1,1,0,0,0
26038,18,excluiu,-1,0,0,0,0
7735,18,festas,1,0,0,0,0
17330,18,frustradas,-1,-1,0,0,0
11043,18,garantidas,1,1,0,0,0
12665,18,injusta,-1,-1,0,0,0
15652,18,ironia,-1,0,1,0,0
4684,18,isoladas,-1,-1,0,0,0
20135,18,libertar,1,-1,0,1,0
11960,17,abalar,-1,0,0,0,0
18834,17,abatido,-1,-1,0,-1,-1
14628,17,abismo,1,0,0,0,0
11419,17,abraçar,1,0,0,0,0
14126,17,aceitaria,1,0,0,0,0
16467,17,aceitas,1,1,0,0,0
7486,17,acusam,-1,0,0,0,0
10150,17,agitada,-1,-1,0,0,0
18433,17,agitar,-1,1,0,0,0
24465,17,anulada,-1,0,0,0,0
28533,17,autenticidade,1,0,0,1,0
12853,17,barrada,-1,-1,0,0,0
6239,17,benigno,1,1,0,1,0
12090,17,celebrados,1,0,0,0,0
6320,17,combinados,1,0,0,0,0
14397,17,compartilha,1,0,0,0,0
15047,17,comprometendo,1,0,0,0,0
18987,17,concordância,1,0,0,0,0
25060,17,contestada,-1,-1,0,0,0
19476,17,devastação,-1,0,0,0,0
27601,17,dominou,1,0,0,0,0
17608,17,estimulam,1,0,0,0,0
6953,17,fixas,1,0,0,0,0
26379,17,garantam,1,0,0,0,0
24427,17,gratificação,1,0,0,0,1
12006,17,ideais,1,0,0,0,0
46288,17,imparcialidade,1,0,0,0,0
13102,17,livrar,1,-1,0,0,0
1782,17,notável,0,1,1,1,0
6126,17,ofertados,0,-1,0,0,0
16600,17,opostos,0,-1,0,0,0
6836,17,paralisada,0,-1,0,0,0
24951,17,presa,0,-1,0,0,0
16297,17,progressivas,0,1,0,0,0
14265,17,proprietária,0,0,0,0,0
15961,17,quebrados,0,-1,0,0,0
1048,17,recomendar,0,-1,1,0,0
16995,17,rejeitadas,0,-1,0,0,0
12305,17,renovada,0,1,0,0,0
15211,17,reservada,0,0,0,0,0
5542,17,rígida,0,0,0,0,0
18056,17,rigoroso,0,1,0,1,0
7482,17,selecionar,0,0,0,0,0
4133,17,subsidiados,0,0,0,0,0
25480,17,tímido,0,-1,0,-1,0
14539,17,trabalhada,0,-1,0,0,0
5313,17,transitória,0,-1,0,0,0
17837,17,travado,0,-1,0,0,0
32123,17,turbulento,0,-1,0,-1,0
11693,17,viajantes,0,0,0,0,0
33300,17,vitorioso,0,1,0,1,0
16395,17,densidade,0,0,1,0,0
17281,17,defensiva,0,0,0,-1,0
27811,17,diligência,0,0,0,1,0
31421,17,histeria,0,0,0,-1,0
29241,17,pacificação,0,0,0,1,0
14135,17,mentira,-1,0,0,-1,0
21215,17,pedia,-1,0,0,0,0
4188,17,perigosas,-1,-1,0,0,0
25953,17,provocam,1,0,0,0,0
15913,17,provocaria,1,0,0,0,0
15899,17,receios,-1,0,0,0,0
7988,17,reconhecemos,1,0,0,0,0
13236,17,reconhecida,1,0,0,0,0
16976,17,salvas,1,0,0,0,0
18612,17,satisfeito,1,1,0,1,1
21596,17,susto,-1,0,0,-1,0
14392,17,vencida,1,-1,0,0,0
24699,17,viola,-1,0,0,0,0
18031,17,violenta,-1,-1,0,0,0
13844,17,voluntariamente,1,0,0,0,0
7638,17,abandonado,0,-1,0,-1,0
3333,17,acatar,0,0,0,0,0
18323,17,aceitável,0,1,0,1,0
23711,17,achatar,0,0,0,0,0
21341,17,acompanhadas,0,0,0,0,0
18099,17,administradas,0,0,0,0,0
9678,17,agravado,0,-1,0,-1,0
4737,17,alemães,0,0,0,0,0
6987,17,ambicioso,0,-1,0,0,0
32252,17,apresentador,0,0,0,0,0
13944,17,carentes,0,-1,0,0,0
16265,17,científicos,0,0,0,0,0
9481,17,conservadoras,0,0,0,0,0
10683,17,costurar,0,0,0,0,0
9977,17,credor,0,1,0,0,0
25809,17,desafiadora,0,0,0,0,0
15326,17,descontentes,0,-1,0,0,0
194,17,descrita,0,-1,0,0,0
21317,17,desencadeada,0,0,0,0,0
26870,17,desnecessária,0,-1,0,0,0
15873,17,detalhado,0,1,0,1,0
12321,17,diferenciados,0,1,0,0,0
8954,17,dinâmico,0,1,1,1,0
18729,17,doce,0,1,1,1,0
6420,17,duradoura,0,1,0,0,0
619,17,empenhado,0,1,0,1,0
10968,17,endereçar,0,0,0,0,0
17254,17,enxugar,0,0,0,0,0
23454,17,executada,0,-1,0,0,0
15049,17,executivas,0,1,0,0,0
15740,17,explícito,0,0,0,0,0
5483,17,expresso,0,0,0,0,0
22682,17,facial,0,0,0,0,0
9893,17,genética,0,0,0,0,0
4510,17,geradoras,0,0,0,0,0
10949,17,gerenciar,0,1,0,0,0
6957,17,incorporadas,0,-1,0,0,0
37405,17,índio,0,-1,0,0,0
28855,17,informe,0,-1,0,-1,0
8155,17,instituído,0,0,0,0,0
2815,17,limpas,0,1,0,0,0
9902,17,mencionados,0,-1,0,0,0
21786,17,morar,0,1,0,0,0
24944,17,motivadas,0,1,0,0,0
23246,17,mudado,0,0,0,0,0
22259,16,debruçar,0,1,0,0,0
18615,16,decepcionantes,0,-1,0,0,0
18816,16,democráticos,0,1,0,0,0
17593,16,depreciado,0,-1,0,-1,0
5612,16,derrubados,0,-1,0,0,0
15862,16,desafiadoras,0,0,0,0,0
4785,16,descendente,0,-1,0,0,0
17270,16,descer,0,0,0,0,0
18288,16,desembolsar,0,0,0,0,0
18177,16,desleal,0,-1,0,-1,0
31130,16,desnecessárias,0,-1,0,0,0
2623,16,desnecessário,0,-1,-1,0,0
12602,16,ditador,0,-1,0,-1,0
6743,16,efetuar,0,1,0,0,0
3755,16,encarado,0,0,0,0,0
7664,16,endividadas,0,-1,0,0,0
13470,16,escutar,0,0,0,0,0
23276,16,esforçar,0,1,0,0,0
10509,16,estruturado,0,0,0,-1,0
24683,16,fragmentado,0,-1,0,-1,0
12842,16,frequente,0,0,0,0,0
18659,16,gerador,0,0,0,0,0
24154,16,geradora,0,0,0,0,0
1113,16,inadmissível,0,-1,0,-1,0
20180,16,inalteradas,0,0,0,0,0
30980,16,indicativos,0,0,0,0,0
14453,16,instantâneo,0,0,0,0,0
13189,16,introduzir,0,0,0,0,0
8358,16,lentos,0,-1,0,0,0
15299,16,manifesto,0,0,0,0,0
8145,16,mencionada,0,-1,0,0,0
5673,16,mero,0,0,-1,0,0
8421,16,modestos,0,1,0,0,0
3470,16,modificadas,0,0,0,0,0
42691,16,narrados,0,-1,0,0,0
