idurl,url,autor,dia,mes,ano
1211,www.infomoney.com.br/-/apos-copom-mercado-ve-novos-cortes-na-selic-e-retracao-de-411-do-pib-em-2020/," Mariana Zonta d'Ávila ",11,maio,202
1212,www.infomoney.com.br/-/presidente-vai-ampliar-lista-de-atividades-essenciais/," Estadão Conteúdo ",11,maio,202
1213,www.infomoney.com.br/-/sp-inicia-rodizio-24h-em-toda-a-capital/," Estadão Conteúdo ",11,maio,202
1214,www.infomoney.com.br/mercados/socorro-de-eletricas-e-aereas-pode-sair-esta-semana/," Estadão Conteúdo ",11,maio,202
1215,www.infomoney.com.br/-/china-promete-novas-medidas-para-sustentar-economia-atingida-por-coronavirus/," Estadão Conteúdo ",11,maio,202
1216,www.infomoney.com.br/-/guedes-pais-precisa-de-marcos-regulatorios-para-novas-fronteiras-de-investimento/," Estadão Conteúdo ",10,maio,202
1217,www.infomoney.com.br/-/indicadores-de-abril-mostram-economia-parada-por-causa-dos-efeitos-da-covid-19/," Estadão Conteúdo ",10,maio,202
1218,www.infomoney.com.br/-/apos-pais-ultrapassar-marca-de-10-mil-mortes-por-coronavirus-especialistas-cobram-bloqueio-total/," Estadão Conteúdo ",10,maio,202
1219,www.infomoney.com.br/-/se-presidente-vetar-reajuste-pais-volta-a-trilha-de-ajuste-fiscal-diz-guedes/," Estadão Conteúdo ",10,maio,202
1220,www.infomoney.com.br/-/diferente-de-europa-e-eua-brasil-nao-esta-pronto-para-reabrir-economia-e-incerteza-sobre-pib-aumenta/," Rodrigo Tolotti ",10,maio,202
1221,www.infomoney.com.br/colunistas/convidados/teto-de-gastos-4-caminhos-para-o-pais-e-suas-consequencias/," Fabio Giambiagi ",9,maio,2020
1222,www.infomoney.com.br/mercados/ata-do-copom-resultados-previa-do-pib-e-tensao-eua-china-o-que-acompanhar-na-proxima-semana/," Rodrigo Tolotti ",8,maio,2020
1223,www.infomoney.com.br/colunistas/um-brasil/coronavirus-os-reais-e-dramaticos-impactos-economicos-e-sociais/," Um Brasil ",8,maio,2020
1224,www.infomoney.com.br/mercados/caixa-abre-680-agencias-no-sabado-para-saque-de-auxilio-emergencial/," Estadão Conteúdo ",8,maio,2020
1225,www.infomoney.com.br/-/quarentena-e-estendida-ate-31-de-maio-em-sao-paulo/," Equipe InfoMoney ",8,maio,2020
1226,https://www.infomoney.com.br/negocios/linha-de-credito-para-o-pagamento-de-salarios-tem-so-1-liberado-a-empresas/," Estadão Conteúdo ",8,maio,2020
1227,www.infomoney.com.br/-/eua-perdem-205-milhoes-de-postos-de-trabalho-em-abril-e-desemprego-dispara-a-147/," Ricardo Bomfim ",8,maio,2020
1228,www.infomoney.com.br/-/revista-medica-diz-que-bolsonaro-e-ameaca-ao-combate-a-covid-19/," Equipe InfoMoney ",8,maio,2020
1229,www.infomoney.com.br/-/ipca-tem-deflacao-de-031-em-abril-a-primeira-ja-registrada-no-mes-no-brasil/," Ricardo Bomfim ",8,maio,2020
1230,www.infomoney.com.br/-/eua-e-china-prometem-ampliar-cooperacao-diz-agencia-estatal-chinesa/," Estadão Conteúdo ",8,maio,2020
1231,www.infomoney.com.br/-/bloqueio-total-ja-atinge-ao-menos-68-milhoes-de-brasileiros/," Estadão Conteúdo ",8,maio,2020
1232,www.infomoney.com.br/politica/bolsonaro-guedes-e-dono-de-99-da-pauta-economica-do-governo/," Estadão Conteúdo ",7,maio,2020
1233,https://www.infomoney.com.br/negocios/voltamos-a-normalidade-de-lucros-e-vamos-crescer-no-varejo-diz-cfo-da-profarma/," Anderson Figo ",7,maio,2020
1234,www.infomoney.com.br/-/decreto-classifica-construcao-civil-e-atividades-industriais-como-essenciais/," Estadão Conteúdo ",7,maio,2020
1235,www.infomoney.com.br/-/derrotas-no-congresso-e-pressao-por-gastos-frustram-guedes/," Bloomberg ",7,maio,2020
1236,www.infomoney.com.br/onde-investir/poupanca-captacao-liquida-soma-r-305-bilhoes-em-abril-e-e-a-maior-desde-1995/," Mariana Zonta d'Ávila ",7,maio,2020
1237,www.infomoney.com.br/-/data-da-2a-parcela-do-auxilio-emergencial-deve-ser-anunciada-nesta-sexta/," Agência Brasil ",7,maio,2020
1238,www.infomoney.com.br/politica/nao-ha-mais-espaco-para-postergar-a-reabertura-da-economia-insiste-bolsonaro/," Estadão Conteúdo ",7,maio,2020
1239,www.infomoney.com.br/carreira/quarentena-piora-pobreza-e-vulnerabilidade-entre-2-bilhoes-de-informais-diz-oit/," Estadão Conteúdo ",7,maio,2020
1240,www.infomoney.com.br/consumo/brasileiro-pretende-manter-nivel-reduzido-de-consumo-no-pos-pandemia-mostra-pesquisa/," Pablo Santana ",7,maio,2020
1241,www.infomoney.com.br/politica/governo-esta-sendo-obrigado-a-reagir-fora-da-plataforma-liberal-diz-mourao/," Estadão Conteúdo ",7,maio,2020
1242,https://www.infomoney.com.br/negocios/nao-da-para-salvar-todo-mundo-alguns-setores-vao-se-ajustar-diz-setubal/," Paula Zogbi ",7,maio,2020
1243,www.infomoney.com.br/-/metade-dos-trabalhadores-formais-deve-precisar-de-auxilio-do-governo-diz-estudo/," Giovanna Sutto ",7,maio,2020
1244,www.infomoney.com.br/-/estao-apagando-o-fogo-com-gasolina-diz-luiza-trajano/," Estadão Conteúdo ",7,maio,2020
1245,www.infomoney.com.br/-/pedidos-de-seguro-desemprego-nos-eua-somaram-317-milhoes-na-semana-passada/," Ricardo Bomfim ",7,maio,2020
1246,www.infomoney.com.br/-/prefeitura-de-sao-paulo-quer-novo-rodizio-para-impor-isolamento/," Estadão Conteúdo ",7,maio,2020
1247,www.infomoney.com.br/-/prefeitura-de-sp-preve-ate-pm-para-fiscalizar-mascaras/," Estadão Conteúdo ",7,maio,2020
1248,www.infomoney.com.br/-/boe-mantem-politica-monetaria-e-preve-tombo-de-25-do-pib-britanico-no-2o-tri/," Estadão Conteúdo ",7,maio,2020
1249,www.infomoney.com.br/-/eua-e-china-planejam-conversar-sobre-acordo-apos-ameaca-de-trump/," Bloomberg ",7,maio,2020
1250,www.infomoney.com.br/-/cenario-de-emergencia-como-o-atual-sugere-juros-mais-proximos-de-2-dizem-economistas/," Anderson Figo ",7,maio,2020
1251,www.infomoney.com.br/politica/senado-aprova-auxilio-emergencial-a-estados-e-municipios-texto-vai-a-sancao/," Agência Senado ",6,maio,2020
1252,www.infomoney.com.br/-/autonomos-devem-sacar-auxilio-emergencial-em-ate-90-dias-ou-valor-e-devolvido-ao-governo/," Giovanna Sutto ",6,maio,2020
1253,www.infomoney.com.br/politica/ocde-diz-que-caso-moro-pode-afetar-candidatura-do-brasil-na-organizacao/," Bloomberg ",6,maio,2020
1254,www.infomoney.com.br/-/banco-central-corta-selic-em-075-p-p-para-3/," Rodrigo Tolotti ",6,maio,2020
1255,www.infomoney.com.br/-/conseguimos-eliminar-filas-em-quase-todas-as-agencias-diz-presidente-da-caixa/," Estadão Conteúdo ",6,maio,2020
1256,www.infomoney.com.br/-/china-estuda-descartar-meta-numerica-para-pib-em-2020/," Bloomberg ",6,maio,2020
1257,www.infomoney.com.br/-/bc-tem-perda-de-r-8340-bilhoes-com-swap-cambial-em-abril/," Estadão Conteúdo ",6,maio,2020
1258,www.infomoney.com.br/-/rendimento-do-1-mais-rico-e-337-vezes-o-que-recebe-metade-dos-pobres/," Agência Brasil ",6,maio,2020
1259,www.infomoney.com.br/-/doria-o-que-estimula-relaxar-o-isolamento-das-pessoas-e-a-conduta-do-presidente/," Estadão Conteúdo ",6,maio,2020
1260,www.infomoney.com.br/-/especialistas-comentam-decisao-sobre-a-selic-e-como-ficam-os-investimentos/," Equipe InfoMoney ",6,maio,2020
1261,www.infomoney.com.br/-/rio-tem-ate-esta-quinta-feira-para-justificar-eventual-isolamento-total/," Estadão Conteúdo ",6,maio,2020
1262,www.infomoney.com.br/-/sachsida-novas-medidas-terao-que-ser-adotadas-caso-crise-se-prolongue-mas-nao-havera-impressao-de-dinheiro/," Equipe InfoMoney ",6,maio,2020
1263,www.infomoney.com.br/colunistas/alexandre-schwartsman/e-dai/," Alexandre Schwartsman ",6,maio,2020
1264,www.infomoney.com.br/-/sem-descartar-corte-de-075-ponto-da-selic-hoje-gestores-veem-juros-em-250-ao-fim-do-ano/," Beatriz Cutait ",6,maio,2020
1265,www.infomoney.com.br/-/covas-determina-suspensao-dos-bloqueios-de-transito-em-sao-paulo/," Estadão Conteúdo ",6,maio,2020
1266,www.infomoney.com.br/-/apos-um-mes-177-mil-pessoas-do-bpc-ainda-esperam-auxilio-emergencial/," Estadão Conteúdo ",6,maio,2020
1267,www.infomoney.com.br/-/relatorio-de-emprego-do-setor-privado-dos-eua-mostra-eliminacao-de-202-milhoes-de-empregos-em-abril/," Rodrigo Tolotti ",6,maio,2020
1268,www.infomoney.com.br/politica/camara-aprova-auxilio-emergencial-a-estados-ao-df-e-municipios-texto-retorna-ao-senado/," Agência Brasil ",6,maio,2020
1269,www.infomoney.com.br/-/apos-recorde-de-mortes-para-impoe-lockdown-e-ceara-endurece-quarentena/," Estadão Conteúdo ",6,maio,2020
1270,www.infomoney.com.br/politica/celso-de-mello-autoriza-depoimento-de-ministros-no-caso-sergio-moro/," Agência Brasil ",5,maio,2020
1271,www.infomoney.com.br/politica/camara-dos-deputados-aprova-texto-base-de-ajuda-de-r-125-bi-a-estados-e-municipios-durante-pandemia/," Agência Câmara ",5,maio,2020
1272,www.infomoney.com.br/-/fitch-reafirma-rating-do-brasil-em-bb-e-revisa-perspectiva-da-nota-para-negativa/," Anderson Figo ",5,maio,2020
1273,https://www.infomoney.com.br/negocios/credit-suisse-planeja-retorno-de-funcionarios-em-quatro-fases/," Bloomberg ",5,maio,2020
1274,www.infomoney.com.br/-/benchimol-instabilidade-politica-atual-nao-e-novidade-e-nao-afeta-a-economia/," Estadão Conteúdo ",5,maio,2020
1275,www.infomoney.com.br/-/copom-deve-reagir-a-crise-com-novo-corte-de-05-ponto-da-selic-mas-analistas-nao-descartam-queda-maior/," Rodrigo Tolotti ",5,maio,2020
1276,www.infomoney.com.br/-/56-dos-executivos-estudam-aquisicoes-para-os-proximos-12-meses/," Allan Gavioli ",5,maio,2020
1277,www.infomoney.com.br/-/pais-nao-precisaria-acrescentar-tensao-politica-a-crise-diz-presidente-do-itau/," Estadão Conteúdo ",5,maio,2020
1278,www.infomoney.com.br/-/decreto-de-mascaras-de-doria-preve-multa-de-ate-r-276-mil-e-detencao/," Estadão Conteúdo ",5,maio,2020
1279,www.infomoney.com.br/-/sem-zoom-e-com-aulas-pela-tv-como-as-escolas-publicas-lidam-com-o-ensino-a-distancia/," Estadão Conteúdo ",5,maio,2020
1280,www.infomoney.com.br/-/planos-de-desconfinamento-destacam-divergencia-entre-emergentes/," Bloomberg ",5,maio,2020
1281,www.infomoney.com.br/-/bancos-esperam-demora-em-socorro-as-empresas-aereas-e-montadoras/," Bloomberg ",5,maio,2020
1282,www.infomoney.com.br/-/venda-de-carros-desaba-76-em-abril-e-tem-pior-resultado-desde-1999/," Estadão Conteúdo ",5,maio,2020
1283,www.infomoney.com.br/-/producao-industrial-cai-91-e-tem-pior-marco-desde-2002-ja-com-impacto-da-pandemia/," Equipe InfoMoney ",5,maio,2020
1284,www.infomoney.com.br/-/quarentena-esta-salvando-o-brasil-diz-engenheiro-e-cientista-de-dados/," Estadão Conteúdo ",5,maio,2020
1285,www.infomoney.com.br/-/tribunal-alemao-anuncia-decisao-sobre-programa-do-bce-e-faz-euro-oscilar/," Estadão Conteúdo ",5,maio,2020
1286,www.infomoney.com.br/minhas-financas/comeca-pagamento-de-beneficio-emergencial-para-empregados-com-reducao-de-salario/," Estadão Conteúdo ",4,maio,2020
1287,www.infomoney.com.br/-/fecombustiveis-critica-alta-da-gasolina-e-sugere-zerar-pis-confins-do-etanol/," Estadão Conteúdo ",4,maio,2020
1288,www.infomoney.com.br/-/sp-estuda-fim-gradual-da-quarentena-quais-os-riscos-e-impactos-da-medida/," Giovanna Sutto ",4,maio,2020
1289,www.infomoney.com.br/-/acordo-comercial-com-china-pode-pesar-contra-trump-em-campanha-eleitoral/," Bloomberg ",4,maio,2020
1290,www.infomoney.com.br/-/cmn-e-bc-regulamentam-open-banking-no-brasil/," Equipe InfoMoney ",4,maio,2020
1291,www.infomoney.com.br/-/doria-anuncia-obrigatoriedade-de-mascaras-a-partir-de-7-de-maio-no-estado-de-sp/," Giovanna Sutto ",4,maio,2020
1292,www.infomoney.com.br/-/goldman-e-morgan-stanley-veem-sinais-de-recuperacao-global/," Bloomberg ",4,maio,2020
1293,https://www.infomoney.com.br/patrocinados/clear-corretora/master-trader-online-b3-e-clear-corretora-realizam-a-maior-live-de-podcast-de-negocios-do-brasil/," Parceiros InfoMoney ",4,maio,2020
1294,www.infomoney.com.br/-/caminhoneiros-pedem-congelamento-do-preco-do-diesel-para-calculo-de-frete/," Estadão Conteúdo ",4,maio,2020
1295,www.infomoney.com.br/-/em-semana-de-copom-mercado-corta-projecoes-para-selic-e-ve-retracao-de-376-do-pib-em-2020/," Mariana Zonta d'Ávila ",4,maio,2020
1296,www.infomoney.com.br/-/unicamp-cortara-gastos-apesar-de-atuar-contra-covid-19/," Estadão Conteúdo ",4,maio,2020
1297,www.infomoney.com.br/-/prefeitura-bloqueia-vias-em-sao-paulo-a-partir-desta-segunda-feira/," Equipe InfoMoney ",4,maio,2020
1298,www.infomoney.com.br/consumo/lojistas-de-shoppings-reabrem-portas-mas-amargam-queda-de-80-nas-vendas/," Estadão Conteúdo ",3,maio,2020
1299,www.infomoney.com.br/colunistas/o-mundo-sobre-muitas-rodas/os-efeitos-da-covid-19-chegam-ao-credito-automotivo/," Raphael Galante ",3,maio,2020
1300,www.infomoney.com.br/consumo/caiu-um-meteoro-nos-shopping-centers-diz-presidente-da-aliansce-sonae/," Estadão Conteúdo ",3,maio,2020
1301,www.infomoney.com.br/mercados/estudo-ve-paises-emergentes-ainda-mais-fragilizados/," Estadão Conteúdo ",2,maio,2020
1302,www.infomoney.com.br/-/caixa-afirma-que-mudara-datas-de-auxilio-emergencial-para-minimizar-filas/," Estadão Conteúdo ",1,maio,2020
1303,www.infomoney.com.br/-/governo-vai-aumentar-cide-sobre-gasolina-diz-deputado-arnaldo-jardim/," Estadão Conteúdo ",1,maio,2020
1304,www.infomoney.com.br/-/caminhoneiros-pedem-congelamento-do-diesel-para-calculo-da-tabela-do-frete/," Estadão Conteúdo ",1,maio,2020
1305,www.infomoney.com.br/-/apos-ameaca-de-trump-conselheiro-diz-que-acordo-com-a-china-segue-em-frente/," Estadão Conteúdo ",1,maio,2020
1306,www.infomoney.com.br/-/questionado-guedes-admite-imprimir-dinheiro-para-combater-a-crise/," Estadão Conteúdo ",1,maio,2020
1307,www.infomoney.com.br/-/atento-a-tempestade-perfeita-no-pais-arminio-fraga-defende-mudanca-de-rota-e-planejamento-de-mais-longo-prazo/," Beatriz Cutait ",30,abr,2020
1308,www.infomoney.com.br/mercados/copom-ipca-emprego-nos-eua-e-resultados-de-bancos-o-que-acompanhar-na-proxima-semana/," Rodrigo Tolotti ",30,abr,2020
1309,www.infomoney.com.br/colunistas/economia-e-politica-direto-ao-ponto/o-que-voce-nao-encontra-no-posto-ipiranga-o-desenvolvimentismo-irresponsavel/," Alan Ghani ",30,abr,2020
1310,www.infomoney.com.br/-/comercio-demite-628-mil-trabalhadores-em-um-trimestre-diz-ibge/," Estadão Conteúdo ",30,abr,2020
1311,www.infomoney.com.br/-/impacto-do-coronavirus-pode-atingir-57-milhoes-de-empregos-nos-eua/," Bloomberg ",30,abr,2020
1312,www.infomoney.com.br/-/pib-da-zona-do-euro-tem-queda-historica-de-38-no-1o-tri-franca-e-espanha-registram-baixa-superior-a-5/," Equipe InfoMoney ",30,abr,2020
1313,www.infomoney.com.br/-/cidade-de-sao-paulo-pode-prorrogar-quarentena-com-medidas-mais-rigidas/," Giovanna Sutto ",30,abr,2020
1314,www.infomoney.com.br/-/usp-e-unifesp-comecam-pesquisa-para-estimar-populacao-imune/," Estadão Conteúdo ",30,abr,2020
1315,www.infomoney.com.br/-/pedidos-de-seguro-desemprego-nos-eua-somam-384-milhoes-e-ja-superam-30-milhoes-em-6-semanas/," Rodrigo Tolotti ",30,abr,2020
1316,www.infomoney.com.br/-/unicamp-vai-testar-plasma-de-infectados-em-casos-moderados-da-covid-19/," Estadão Conteúdo ",30,abr,2020
1317,www.infomoney.com.br/-/taxa-de-desemprego-sobe-para-122-no-trimestre-e-atinge-129-milhoes-aponta-ibge/," Equipe InfoMoney ",30,abr,2020
1318,www.infomoney.com.br/-/brasil-pode-dobrar-mortes-ate-domingo-e-estudo-aponta-pior-situacao-no-mundo/," Estadão Conteúdo ",30,abr,2020
1319,www.infomoney.com.br/-/apos-se-aproximar-de-bolsonaro-governador-do-df-adia-reabertura-do-comercio/," Estadão Conteúdo ",30,abr,2020
1320,www.infomoney.com.br/mercados/paises-em-desenvolvimento-usam-reservas-em-moeda-estrangeira-para-apoiar-divisas/," Estadão Conteúdo ",29,abr,2020
1321,www.infomoney.com.br/-/fed-enquanto-expectativas-de-inflacao-seguirem-ancoradas-nao-havera-deflacao/," Estadão Conteúdo ",29,abr,2020
1322,www.infomoney.com.br/-/federal-reserve-mantem-taxa-de-juros-nos-estados-unidos-na-faixa-entre-0-e-025-ao-ano/," Rodrigo Tolotti,  Anderson Figo ",29,abr,2020
1323,www.infomoney.com.br/mercados/plano-para-divida-de-emergentes-pode-desagradar-wall-street/," Bloomberg ",29,abr,2020
1324,www.infomoney.com.br/-/impacto-de-covid-19-pode-equivaler-a-305-milhoes-de-empregos/," Bloomberg ",29,abr,2020
1325,www.infomoney.com.br/-/equilibrio-fiscal-no-pais-so-sera-atingido-em-2023-ou-2024-diz-mourao/," Estadão Conteúdo ",29,abr,2020
1326,www.infomoney.com.br/-/uso-de-mascaras-em-metro-trens-e-onibus-de-sp-sera-obrigatorio-a-partir-de-4-de-maio/," Equipe InfoMoney ",29,abr,2020
1327,www.infomoney.com.br/-/governo-central-tem-deficit-de-r-21171-bilhoes-em-marco/," Estadão Conteúdo ",29,abr,2020
1328,www.infomoney.com.br/colunistas/um-brasil/austeridade-pode-aprofundar-tragedia-do-coronavirus-diz-sergio-abranches/," Um Brasil ",29,abr,2020
1329,www.infomoney.com.br/-/guedes-defende-reducao-de-reservas-internacionais-para-diminuir-divida-bruta/," Estadão Conteúdo ",29,abr,2020
1330,www.infomoney.com.br/-/doria-fara-decreto-sobre-uso-de-mascaras-em-metro-trens-e-onibus-de-sp/," Estadão Conteúdo ",29,abr,2020
1331,www.infomoney.com.br/colunistas/alexandre-schwartsman/o-capitao-em-seu-labirinto/," Alexandre Schwartsman ",29,abr,2020
1332,www.infomoney.com.br/-/nao-ha-nada-de-errado-diz-guedes-sobre-suposto-confronto-com-equipe-economica/," Estadão Conteúdo ",29,abr,2020
1333,www.infomoney.com.br/-/pib-dos-eua-cai-48-no-1o-trimestre-com-impacto-do-coronavirus-e-fica-abaixo-das-expectativas/," Rodrigo Tolotti ",29,abr,2020
1334,www.infomoney.com.br/-/grande-empresa-obtem-mais-credito-que-pequena/," Estadão Conteúdo ",29,abr,2020
1335,www.infomoney.com.br/-/decreto-de-bolsonaro-amplia-lista-de-servicos-que-podem-funcionar-na-quarentena/," Equipe InfoMoney ",29,abr,2020
1336,www.infomoney.com.br/-/200-mil-pessoas-nao-conseguem-acessar-seguro-desemprego-estima-governo/," Estadão Conteúdo ",29,abr,2020
1337,www.infomoney.com.br/-/fitch-rebaixa-rating-da-italia-de-bbb-para-bbb-com-perspectiva-estavel/," Estadão Conteúdo ",28,abr,2020
1338,www.infomoney.com.br/-/governo-proibe-entrada-de-estrangeiros-no-brasil-por-via-aerea-por-mais-30-dias/," Giovanna Sutto ",28,abr,2020
1339,www.infomoney.com.br/-/dia-das-maes-deve-gerar-prejuizo-de-r-37-bilhoes-ao-comercio-paulista-diz-fecomerciosp/," Pablo Santana ",28,abr,2020
1340,www.infomoney.com.br/-/guedes-contra-ataca-para-manter-controle-sobre-orcamento/," Bloomberg ",28,abr,2020
1341,www.infomoney.com.br/-/pfizer-diz-que-vacina-para-covid-19-pode-estar-pronta-no-final-de-2020/," Estadão Conteúdo ",28,abr,2020
1342,www.infomoney.com.br/-/em-cenario-pessimista-ubs-preve-retracao-do-pib-brasileiro-de-ate-101-em-2020/," Anderson Figo ",28,abr,2020
1343,www.infomoney.com.br/-/anvisa-aprova-testes-rapidos-para-covid-19-em-farmacias/," Agência Brasil ",28,abr,2020
1344,www.infomoney.com.br/-/trump-fala-em-grave-surto-de-coronavirus-no-brasil-e-cogita-interromper-voos/," Equipe InfoMoney ",28,abr,2020
1345,www.infomoney.com.br/-/fed-enfrenta-grande-decisao-de-dar-pistas-sobre-futuro-dos-juros/," Bloomberg ",28,abr,2020
1346,www.infomoney.com.br/-/brasil-deve-sofrer-contracao-economica-de-52-em-2020-preve-moodys/," Estadão Conteúdo ",28,abr,2020
1347,www.infomoney.com.br/-/governo-argentino-proibe-venda-de-voos-comerciais-no-pais-ate-setembro/," Allan Gavioli ",28,abr,2020
1348,www.infomoney.com.br/-/moodys-projeta-contracao-de-58-para-conjunto-de-economias-do-g-20-neste-ano/," Estadão Conteúdo ",28,abr,2020
1349,www.infomoney.com.br/-/ipca-15-tem-leve-queda-de-001-em-abril-abaixo-do-esperado-pelo-mercado/," Estadão Conteúdo ",28,abr,2020
1350,www.infomoney.com.br/minhas-financas/demanda-do-consumidor-por-credito-cai-142-em-marco-revela-boa-vista/," Estadão Conteúdo ",28,abr,2020
1351,www.infomoney.com.br/-/coronavirus-poderia-voltar-todos-os-anos-dizem-especialistas/," Bloomberg ",28,abr,2020
1352,www.infomoney.com.br/-/inss-recebe-aval-para-contratar-7-400-aposentados-e-militares-para-atendimento/," Estadão Conteúdo ",28,abr,2020
1353,www.infomoney.com.br/-/bill-gates-guinada-para-o-nacionalismo-piorou-resposta-dos-governos-ao-coronavirus/," Pablo Santana ",27,abr,2020
1354,www.infomoney.com.br/-/eua-estao-perto-de-deficit-de-carne-com-mais-frigorificos-parados/," Bloomberg ",27,abr,2020
1355,www.infomoney.com.br/-/sobe-para-58-total-de-shoppings-reabertos-com-relaxamento-da-quarentena/," Estadão Conteúdo ",27,abr,2020
1356,www.infomoney.com.br/-/maia-guedes-tem-credibilidade-e-mudanca-pode-ser-interpretada-de-forma-negativa/," Estadão Conteúdo ",27,abr,2020
1357,www.infomoney.com.br/-/campinas-anuncia-plano-para-retomar-atividades-na-proxima-segunda-feira/," Estadão Conteúdo ",27,abr,2020
1358,www.infomoney.com.br/carreira/desemprego-afeta-um-terco-das-familias-de-renda-mais-baixa/," Estadão Conteúdo ",27,abr,2020
1359,www.infomoney.com.br/colunistas/rodrigo-moreira/nacionalismo-deflacao-e-outras-tendencias-cenarios-de-medio-prazo-no-pos-covid/," Rodrigo Moreira ",27,abr,2020
1360,www.infomoney.com.br/-/anvisa-discute-liberar-aplicacao-de-teste-rapido-para-covid-19-em-farmacias/," Estadão Conteúdo ",27,abr,2020
1361,www.infomoney.com.br/-/coalizao-ve-potencial-para-criacao-de-vacina-contra-coronavirus-ainda-em-2020/," Bloomberg ",27,abr,2020
1362,www.infomoney.com.br/-/dados-do-fmi-e-banco-mundial-projetam-aumento-da-desigualdade-entre-paises/," Estadão Conteúdo ",27,abr,2020
1363,www.infomoney.com.br/mercados/coreia-do-sul-fica-sem-espaco-comercial-para-armazenar-petroleo/," Bloomberg ",27,abr,2020
1364,www.infomoney.com.br/-/mercado-ve-retracao-de-334-do-pib-em-2020-e-reduz-projecoes-para-a-selic-nos-proximos-dois-anos/," Mariana Zonta d'Ávila ",27,abr,2020
1365,www.infomoney.com.br/-/confianca-do-comercio-em-abril-cai-para-o-menor-patamar-ja-registrado-pela-fgv/," Estadão Conteúdo ",27,abr,2020
1366,www.infomoney.com.br/-/brasil-adota-uso-de-mascaras-como-politica-de-saude-publica-saiba-onde-e-obrigatorio/," Agência Brasil ",27,abr,2020
1367,www.infomoney.com.br/-/steven-mnuchin-diz-que-economia-dos-eua-deve-se-recuperar-no-terceiro-trimestre/," Estadão Conteúdo ",26,abr,2020
1368,https://www.infomoney.com.br/negocios/bill-gates-lista-as-5-principais-inovacoes-para-superar-a-pandemia-de-coronavirus/," Pablo Santana ",26,abr,2020
1369,www.infomoney.com.br/-/prefeitura-de-sao-paulo-decreta-luto-de-3-dias-por-mortos-do-novo-coronavirus/," Estadão Conteúdo ",25,abr,2020
1370,www.infomoney.com.br/-/argentina-deixa-negociacoes-comerciais-do-mercosul-em-razao-da-pandemia/," Estadão Conteúdo ",25,abr,2020
1371,www.infomoney.com.br/colunistas/pedro-menezes/plano-pro-brasil-poe-um-fim-na-era-do-posto-ipiranga/," Pedro Menezes ",25,abr,2020
1372,https://www.infomoney.com.br/negocios/de-leroy-merlin-a-ufrj-empresas-universidades-e-autonomos-usam-impressoras-3d-contra-coronavirus/," Pablo Santana ",25,abr,2020
1373,www.infomoney.com.br/politica/pgr-pede-abertura-de-inquerito-no-stf-para-apurar-declaracoes-de-moro/," Agência Brasil ",24,abr,2020
1374,www.infomoney.com.br/mercados/tensao-politica-fomc-pib-dos-eua-e-resultados-o-que-acompanhar-na-proxima-semana/," Rodrigo Tolotti ",24,abr,2020
1375,www.infomoney.com.br/-/tesouro-dos-eua-exige-que-empresas-de-capital-aberto-devolvam-emprestimos-em-meio-a-crise/," Allan Gavioli ",24,abr,2020
1376,www.infomoney.com.br/-/em-sp-volta-as-aulas-sera-gradual-e-a-partir-de-julho-diz-secretario-soares/," Estadão Conteúdo ",24,abr,2020
1377,www.infomoney.com.br/-/equipe-economica-do-governo-ve-dilma-3-no-plano-pro-brasil-para-recuperar-atividade/," Estadão Conteúdo ",24,abr,2020
1378,www.infomoney.com.br/colunistas/economia-e-politica-direto-ao-ponto/saida-de-moro-covid-19-e-crise-fiscal-ainda-ha-esperanca/," Alan Ghani ",24,abr,2020
1379,www.infomoney.com.br/-/flexibilizacao-de-isolamento-pode-causar-colapso-na-saude-alertam-especialistas/," Estadão Conteúdo ",24,abr,2020
1380,www.infomoney.com.br/-/camara-quer-elevar-auxilio-para-quem-teve-salario-cortado/," Estadão Conteúdo ",24,abr,2020
1381,www.infomoney.com.br/-/oferta-de-carne-nos-eua-sob-risco-com-mais-frigorificos-fechados/," Bloomberg ",23,abr,2020
1382,www.infomoney.com.br/-/coronavirus-doria-alerta-populacao-de-sp-sobre-reducao-na-taxa-de-isolamento/," Estadão Conteúdo ",23,abr,2020
1383,www.infomoney.com.br/-/estimulo-fiscal-global-de-us-8-trilhoes-pode-nao-ser-suficiente-para-combater-efeitos-do-coronavirus/," Bloomberg ",23,abr,2020
1384,www.infomoney.com.br/-/pedidos-de-seguro-desemprego-nos-eua-somam-4427-milhoes-praticamente-em-linha-com-o-esperado/," Rodrigo Tolotti ",23,abr,2020
1385,www.infomoney.com.br/-/nao-ha-como-fazer-planos-com-dinheiro-publico-afirma-secretario-de-desestatizacao/," Estadão Conteúdo ",23,abr,2020
1386,www.infomoney.com.br/-/mg-define-plano-para-flexibilizar-isolamento/," Estadão Conteúdo ",23,abr,2020
1387,www.infomoney.com.br/-/saude-de-kim-jong-un-desperta-rumores-sobre-sucessao-na-coreia-do-norte-confira-os-candidatos/," Bloomberg ",23,abr,2020
1388,www.infomoney.com.br/-/cresce-pressao-para-driblar-regra-de-teto-de-gastos/," Estadão Conteúdo ",23,abr,2020
1389,www.infomoney.com.br/politica/senado-amplia-auxilio-emergencial-a-informais-e-projeto-segue-para-sancao/," Estadão Conteúdo ",22,abr,2020
1390,www.infomoney.com.br/politica/sob-pressao-pl-que-cria-compulsorio-sobre-lucro-de-empresas-e-tirado-de-pauta/," Estadão Conteúdo ",22,abr,2020
